id,nam_sinh,nam_xem,tuoi_mu,pham_tam_tai,chi_tam_tai,pham_kim_lau,ten_kim_lau,pham_hoang_oc,cung_hoang_oc,phep_tinh_kim_lau,nguon,ghi_chu
1982-2030,1982,2030,49,co,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2031,1982,2031,50,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2032,1982,2032,51,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2033,1982,2033,52,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2034,1982,2034,53,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"53 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2035,1982,2035,54,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"54 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2036,1982,2036,55,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"55 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2037,1982,2037,56,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"56 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2038,1982,2038,57,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"57 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2039,1982,2039,58,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2040,1982,2040,59,co,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2041,1982,2041,60,co,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2042,1982,2042,61,co,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"61 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2043,1982,2043,62,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"62 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2044,1982,2044,63,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"63 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2045,1982,2045,64,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"64 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2046,1982,2046,65,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2047,1982,2047,66,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2048,1982,2048,67,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2049,1982,2049,68,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1982-2050,1982,2050,69,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2020,1983,2020,38,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2021,1983,2021,39,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2022,1983,2022,40,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2023,1983,2023,41,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2024,1983,2024,42,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2025,1983,2025,43,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2026,1983,2026,44,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"44 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2027,1983,2027,45,co,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"45 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2028,1983,2028,46,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"46 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2029,1983,2029,47,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"47 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2030,1983,2030,48,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"48 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2031,1983,2031,49,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2032,1983,2032,50,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2033,1983,2033,51,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2034,1983,2034,52,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2035,1983,2035,53,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"53 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2036,1983,2036,54,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"54 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2037,1983,2037,55,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"55 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2038,1983,2038,56,co,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"56 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2039,1983,2039,57,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"57 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2040,1983,2040,58,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2041,1983,2041,59,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2042,1983,2042,60,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2043,1983,2043,61,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"61 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2044,1983,2044,62,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"62 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2045,1983,2045,63,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"63 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2046,1983,2046,64,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"64 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2047,1983,2047,65,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2048,1983,2048,66,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2049,1983,2049,67,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1983-2050,1983,2050,68,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2020,1984,2020,37,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"37 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2021,1984,2021,38,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2022,1984,2022,39,co,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2023,1984,2023,40,co,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2024,1984,2024,41,co,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2025,1984,2025,42,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2026,1984,2026,43,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2027,1984,2027,44,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"44 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2028,1984,2028,45,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"45 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2029,1984,2029,46,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"46 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2030,1984,2030,47,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"47 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2031,1984,2031,48,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"48 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2032,1984,2032,49,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"49 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2033,1984,2033,50,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"50 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2034,1984,2034,51,co,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"51 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2035,1984,2035,52,co,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"52 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2036,1984,2036,53,co,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"53 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2037,1984,2037,54,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"54 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2038,1984,2038,55,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"55 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2039,1984,2039,56,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"56 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2040,1984,2040,57,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"57 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2041,1984,2041,58,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"58 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2042,1984,2042,59,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"59 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2043,1984,2043,60,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Lục Hoang Ốc,"60 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2044,1984,2044,61,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"61 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2045,1984,2045,62,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"62 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2046,1984,2046,63,co,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"63 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2047,1984,2047,64,co,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"64 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2048,1984,2048,65,co,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2049,1984,2049,66,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1984-2050,1984,2050,67,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2020,1985,2020,36,co,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"36 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2021,1985,2021,37,co,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"37 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2022,1985,2022,38,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"38 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2023,1985,2023,39,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"39 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2024,1985,2024,40,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"40 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2025,1985,2025,41,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"41 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2026,1985,2026,42,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Lục Hoang Ốc,"42 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1985-2027,1985,2027,43,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"43 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
