id,ngay_duong,ngay_am,thang_am,nam_am,thang_nhuan,can_chi_ngay,can_chi_nam,tiet_khi,truc,ngay_hoang_dao,nhi_thap_bat_tu,nguon,ghi_chu
1974-06-14,1974-06-14,24,4,1974,co,Bính Tuất,Giáp Dần,Mang Chủng,Định,khong,Ngưu,tinh-toan,
1974-06-15,1974-06-15,25,4,1974,co,Đinh Hợi,Giáp Dần,Mang Chủng,Chấp,khong,Nữ,tinh-toan,
1974-06-16,1974-06-16,26,4,1974,co,Mậu Tý,Giáp Dần,Mang Chủng,Phá,co,Hư,tinh-toan,
1974-06-17,1974-06-17,27,4,1974,co,Kỷ Sửu,Giáp Dần,Mang Chủng,Nguy,co,Nguy,tinh-toan,
1974-06-18,1974-06-18,28,4,1974,co,Canh Dần,Giáp Dần,Mang Chủng,Thành,khong,Thất,tinh-toan,
1974-06-19,1974-06-19,29,4,1974,co,Tân Mão,Giáp Dần,Mang Chủng,Thu,co,Bích,tinh-toan,
1974-06-20,1974-06-20,1,5,1974,khong,Nhâm Thìn,Giáp Dần,Mang Chủng,Khai,khong,Khuê,tinh-toan,
1974-06-21,1974-06-21,2,5,1974,khong,Quý Tỵ,Giáp Dần,Mang Chủng,Bế,khong,Lâu,tinh-toan,
1974-06-22,1974-06-22,3,5,1974,khong,Giáp Ngọ,Giáp Dần,Hạ Chí,Kiến,co,Vị,tinh-toan,
1974-06-23,1974-06-23,4,5,1974,khong,Ất Mùi,Giáp Dần,Hạ Chí,Trừ,khong,Mão,tinh-toan,
1974-06-24,1974-06-24,5,5,1974,khong,Bính Thân,Giáp Dần,Hạ Chí,Mãn,co,Tất,tinh-toan,
1974-06-25,1974-06-25,6,5,1974,khong,Đinh Dậu,Giáp Dần,Hạ Chí,Bình,co,Chủy,tinh-toan,
1974-06-26,1974-06-26,7,5,1974,khong,Mậu Tuất,Giáp Dần,Hạ Chí,Định,khong,Sâm,tinh-toan,
1974-06-27,1974-06-27,8,5,1974,khong,Kỷ Hợi,Giáp Dần,Hạ Chí,Chấp,khong,Tỉnh,tinh-toan,
1974-06-28,1974-06-28,9,5,1974,khong,Canh Tý,Giáp Dần,Hạ Chí,Phá,co,Quỷ,tinh-toan,
1974-06-29,1974-06-29,10,5,1974,khong,Tân Sửu,Giáp Dần,Hạ Chí,Nguy,co,Liễu,tinh-toan,
1974-06-30,1974-06-30,11,5,1974,khong,Nhâm Dần,Giáp Dần,Hạ Chí,Thành,khong,Tinh,tinh-toan,
1974-07-01,1974-07-01,12,5,1974,khong,Quý Mão,Giáp Dần,Hạ Chí,Thu,co,Trương,tinh-toan,
1974-07-02,1974-07-02,13,5,1974,khong,Giáp Thìn,Giáp Dần,Hạ Chí,Khai,khong,Dực,tinh-toan,
1974-07-03,1974-07-03,14,5,1974,khong,Ất Tỵ,Giáp Dần,Hạ Chí,Bế,khong,Chẩn,tinh-toan,
1974-07-04,1974-07-04,15,5,1974,khong,Bính Ngọ,Giáp Dần,Hạ Chí,Kiến,co,Giác,tinh-toan,
1974-07-05,1974-07-05,16,5,1974,khong,Đinh Mùi,Giáp Dần,Hạ Chí,Trừ,khong,Cang,tinh-toan,
1974-07-06,1974-07-06,17,5,1974,khong,Mậu Thân,Giáp Dần,Hạ Chí,Mãn,co,Đê,tinh-toan,
1974-07-07,1974-07-07,18,5,1974,khong,Kỷ Dậu,Giáp Dần,Hạ Chí,Bình,co,Phòng,tinh-toan,
1974-07-08,1974-07-08,19,5,1974,khong,Canh Tuất,Giáp Dần,Tiểu Thử,Bình,co,Tâm,tinh-toan,
1974-07-09,1974-07-09,20,5,1974,khong,Tân Hợi,Giáp Dần,Tiểu Thử,Định,co,Vĩ,tinh-toan,
1974-07-10,1974-07-10,21,5,1974,khong,Nhâm Tý,Giáp Dần,Tiểu Thử,Chấp,khong,Cơ,tinh-toan,
1974-07-11,1974-07-11,22,5,1974,khong,Quý Sửu,Giáp Dần,Tiểu Thử,Phá,khong,Đẩu,tinh-toan,
1974-07-12,1974-07-12,23,5,1974,khong,Giáp Dần,Giáp Dần,Tiểu Thử,Nguy,co,Ngưu,tinh-toan,
1974-07-13,1974-07-13,24,5,1974,khong,Ất Mão,Giáp Dần,Tiểu Thử,Thành,co,Nữ,tinh-toan,
1974-07-14,1974-07-14,25,5,1974,khong,Bính Thìn,Giáp Dần,Tiểu Thử,Thu,khong,Hư,tinh-toan,
1974-07-15,1974-07-15,26,5,1974,khong,Đinh Tỵ,Giáp Dần,Tiểu Thử,Khai,co,Nguy,tinh-toan,
1974-07-16,1974-07-16,27,5,1974,khong,Mậu Ngọ,Giáp Dần,Tiểu Thử,Bế,khong,Thất,tinh-toan,
1974-07-17,1974-07-17,28,5,1974,khong,Kỷ Mùi,Giáp Dần,Tiểu Thử,Kiến,khong,Bích,tinh-toan,
1974-07-18,1974-07-18,29,5,1974,khong,Canh Thân,Giáp Dần,Tiểu Thử,Trừ,co,Khuê,tinh-toan,
1974-07-19,1974-07-19,1,6,1974,khong,Tân Dậu,Giáp Dần,Tiểu Thử,Mãn,khong,Lâu,tinh-toan,
1974-07-20,1974-07-20,2,6,1974,khong,Nhâm Tuất,Giáp Dần,Tiểu Thử,Bình,co,Vị,tinh-toan,
1974-07-21,1974-07-21,3,6,1974,khong,Quý Hợi,Giáp Dần,Tiểu Thử,Định,co,Mão,tinh-toan,
1974-07-22,1974-07-22,4,6,1974,khong,Giáp Tý,Giáp Dần,Tiểu Thử,Chấp,khong,Tất,tinh-toan,
1974-07-23,1974-07-23,5,6,1974,khong,Ất Sửu,Giáp Dần,Tiểu Thử,Phá,khong,Chủy,tinh-toan,
1974-07-24,1974-07-24,6,6,1974,khong,Bính Dần,Giáp Dần,Đại Thử,Nguy,co,Sâm,tinh-toan,
1974-07-25,1974-07-25,7,6,1974,khong,Đinh Mão,Giáp Dần,Đại Thử,Thành,co,Tỉnh,tinh-toan,
1974-07-26,1974-07-26,8,6,1974,khong,Mậu Thìn,Giáp Dần,Đại Thử,Thu,khong,Quỷ,tinh-toan,
1974-07-27,1974-07-27,9,6,1974,khong,Kỷ Tỵ,Giáp Dần,Đại Thử,Khai,co,Liễu,tinh-toan,
1974-07-28,1974-07-28,10,6,1974,khong,Canh Ngọ,Giáp Dần,Đại Thử,Bế,khong,Tinh,tinh-toan,
1974-07-29,1974-07-29,11,6,1974,khong,Tân Mùi,Giáp Dần,Đại Thử,Kiến,khong,Trương,tinh-toan,
1974-07-30,1974-07-30,12,6,1974,khong,Nhâm Thân,Giáp Dần,Đại Thử,Trừ,co,Dực,tinh-toan,
1974-07-31,1974-07-31,13,6,1974,khong,Quý Dậu,Giáp Dần,Đại Thử,Mãn,khong,Chẩn,tinh-toan,
1974-08-01,1974-08-01,14,6,1974,khong,Giáp Tuất,Giáp Dần,Đại Thử,Bình,co,Giác,tinh-toan,
1974-08-02,1974-08-02,15,6,1974,khong,Ất Hợi,Giáp Dần,Đại Thử,Định,co,Cang,tinh-toan,
1974-08-03,1974-08-03,16,6,1974,khong,Bính Tý,Giáp Dần,Đại Thử,Chấp,khong,Đê,tinh-toan,
1974-08-04,1974-08-04,17,6,1974,khong,Đinh Sửu,Giáp Dần,Đại Thử,Phá,khong,Phòng,tinh-toan,
1974-08-05,1974-08-05,18,6,1974,khong,Mậu Dần,Giáp Dần,Đại Thử,Nguy,co,Tâm,tinh-toan,
1974-08-06,1974-08-06,19,6,1974,khong,Kỷ Mão,Giáp Dần,Đại Thử,Thành,co,Vĩ,tinh-toan,
1974-08-07,1974-08-07,20,6,1974,khong,Canh Thìn,Giáp Dần,Đại Thử,Thu,khong,Cơ,tinh-toan,
1974-08-08,1974-08-08,21,6,1974,khong,Tân Tỵ,Giáp Dần,Lập Thu,Thu,co,Đẩu,tinh-toan,
1974-08-09,1974-08-09,22,6,1974,khong,Nhâm Ngọ,Giáp Dần,Lập Thu,Khai,khong,Ngưu,tinh-toan,
1974-08-10,1974-08-10,23,6,1974,khong,Quý Mùi,Giáp Dần,Lập Thu,Bế,co,Nữ,tinh-toan,
1974-08-11,1974-08-11,24,6,1974,khong,Giáp Thân,Giáp Dần,Lập Thu,Kiến,khong,Hư,tinh-toan,
1974-08-12,1974-08-12,25,6,1974,khong,Ất Dậu,Giáp Dần,Lập Thu,Trừ,khong,Nguy,tinh-toan,
1974-08-13,1974-08-13,26,6,1974,khong,Bính Tuất,Giáp Dần,Lập Thu,Mãn,co,Thất,tinh-toan,
1974-08-14,1974-08-14,27,6,1974,khong,Đinh Hợi,Giáp Dần,Lập Thu,Bình,khong,Bích,tinh-toan,
1974-08-15,1974-08-15,28,6,1974,khong,Mậu Tý,Giáp Dần,Lập Thu,Định,co,Khuê,tinh-toan,
1974-08-16,1974-08-16,29,6,1974,khong,Kỷ Sửu,Giáp Dần,Lập Thu,Chấp,co,Lâu,tinh-toan,
1974-08-17,1974-08-17,30,6,1974,khong,Canh Dần,Giáp Dần,Lập Thu,Phá,khong,Vị,tinh-toan,
1974-08-18,1974-08-18,1,7,1974,khong,Tân Mão,Giáp Dần,Lập Thu,Nguy,khong,Mão,tinh-toan,
1974-08-19,1974-08-19,2,7,1974,khong,Nhâm Thìn,Giáp Dần,Lập Thu,Thành,co,Tất,tinh-toan,
1974-08-20,1974-08-20,3,7,1974,khong,Quý Tỵ,Giáp Dần,Lập Thu,Thu,co,Chủy,tinh-toan,
1974-08-21,1974-08-21,4,7,1974,khong,Giáp Ngọ,Giáp Dần,Lập Thu,Khai,khong,Sâm,tinh-toan,
1974-08-22,1974-08-22,5,7,1974,khong,Ất Mùi,Giáp Dần,Lập Thu,Bế,co,Tỉnh,tinh-toan,
1974-08-23,1974-08-23,6,7,1974,khong,Bính Thân,Giáp Dần,Lập Thu,Kiến,khong,Quỷ,tinh-toan,
1974-08-24,1974-08-24,7,7,1974,khong,Đinh Dậu,Giáp Dần,Xử Thử,Trừ,khong,Liễu,tinh-toan,
1974-08-25,1974-08-25,8,7,1974,khong,Mậu Tuất,Giáp Dần,Xử Thử,Mãn,co,Tinh,tinh-toan,
1974-08-26,1974-08-26,9,7,1974,khong,Kỷ Hợi,Giáp Dần,Xử Thử,Bình,khong,Trương,tinh-toan,
1974-08-27,1974-08-27,10,7,1974,khong,Canh Tý,Giáp Dần,Xử Thử,Định,co,Dực,tinh-toan,
1974-08-28,1974-08-28,11,7,1974,khong,Tân Sửu,Giáp Dần,Xử Thử,Chấp,co,Chẩn,tinh-toan,
1974-08-29,1974-08-29,12,7,1974,khong,Nhâm Dần,Giáp Dần,Xử Thử,Phá,khong,Giác,tinh-toan,
1974-08-30,1974-08-30,13,7,1974,khong,Quý Mão,Giáp Dần,Xử Thử,Nguy,khong,Cang,tinh-toan,
1974-08-31,1974-08-31,14,7,1974,khong,Giáp Thìn,Giáp Dần,Xử Thử,Thành,co,Đê,tinh-toan,
1974-09-01,1974-09-01,15,7,1974,khong,Ất Tỵ,Giáp Dần,Xử Thử,Thu,co,Phòng,tinh-toan,
1974-09-02,1974-09-02,16,7,1974,khong,Bính Ngọ,Giáp Dần,Xử Thử,Khai,khong,Tâm,tinh-toan,
1974-09-03,1974-09-03,17,7,1974,khong,Đinh Mùi,Giáp Dần,Xử Thử,Bế,co,Vĩ,tinh-toan,
1974-09-04,1974-09-04,18,7,1974,khong,Mậu Thân,Giáp Dần,Xử Thử,Kiến,khong,Cơ,tinh-toan,
1974-09-05,1974-09-05,19,7,1974,khong,Kỷ Dậu,Giáp Dần,Xử Thử,Trừ,khong,Đẩu,tinh-toan,
1974-09-06,1974-09-06,20,7,1974,khong,Canh Tuất,Giáp Dần,Xử Thử,Mãn,co,Ngưu,tinh-toan,
1974-09-07,1974-09-07,21,7,1974,khong,Tân Hợi,Giáp Dần,Xử Thử,Bình,khong,Nữ,tinh-toan,
1974-09-08,1974-09-08,22,7,1974,khong,Nhâm Tý,Giáp Dần,Bạch Lộ,Bình,co,Hư,tinh-toan,
1974-09-09,1974-09-09,23,7,1974,khong,Quý Sửu,Giáp Dần,Bạch Lộ,Định,khong,Nguy,tinh-toan,
1974-09-10,1974-09-10,24,7,1974,khong,Giáp Dần,Giáp Dần,Bạch Lộ,Chấp,co,Thất,tinh-toan,
1974-09-11,1974-09-11,25,7,1974,khong,Ất Mão,Giáp Dần,Bạch Lộ,Phá,co,Bích,tinh-toan,
1974-09-12,1974-09-12,26,7,1974,khong,Bính Thìn,Giáp Dần,Bạch Lộ,Nguy,khong,Khuê,tinh-toan,
1974-09-13,1974-09-13,27,7,1974,khong,Đinh Tỵ,Giáp Dần,Bạch Lộ,Thành,khong,Lâu,tinh-toan,
1974-09-14,1974-09-14,28,7,1974,khong,Mậu Ngọ,Giáp Dần,Bạch Lộ,Thu,co,Vị,tinh-toan,
1974-09-15,1974-09-15,29,7,1974,khong,Kỷ Mùi,Giáp Dần,Bạch Lộ,Khai,co,Mão,tinh-toan,
1974-09-16,1974-09-16,1,8,1974,khong,Canh Thân,Giáp Dần,Bạch Lộ,Bế,khong,Tất,tinh-toan,
1974-09-17,1974-09-17,2,8,1974,khong,Tân Dậu,Giáp Dần,Bạch Lộ,Kiến,co,Chủy,tinh-toan,
1974-09-18,1974-09-18,3,8,1974,khong,Nhâm Tuất,Giáp Dần,Bạch Lộ,Trừ,khong,Sâm,tinh-toan,
1974-09-19,1974-09-19,4,8,1974,khong,Quý Hợi,Giáp Dần,Bạch Lộ,Mãn,khong,Tỉnh,tinh-toan,
1974-09-20,1974-09-20,5,8,1974,khong,Giáp Tý,Giáp Dần,Bạch Lộ,Bình,co,Quỷ,tinh-toan,
1974-09-21,1974-09-21,6,8,1974,khong,Ất Sửu,Giáp Dần,Bạch Lộ,Định,khong,Liễu,tinh-toan,
1974-09-22,1974-09-22,7,8,1974,khong,Bính Dần,Giáp Dần,Bạch Lộ,Chấp,co,Tinh,tinh-toan,
1974-09-23,1974-09-23,8,8,1974,khong,Đinh Mão,Giáp Dần,Bạch Lộ,Phá,co,Trương,tinh-toan,
1974-09-24,1974-09-24,9,8,1974,khong,Mậu Thìn,Giáp Dần,Thu Phân,Nguy,khong,Dực,tinh-toan,
1974-09-25,1974-09-25,10,8,1974,khong,Kỷ Tỵ,Giáp Dần,Thu Phân,Thành,khong,Chẩn,tinh-toan,
1974-09-26,1974-09-26,11,8,1974,khong,Canh Ngọ,Giáp Dần,Thu Phân,Thu,co,Giác,tinh-toan,
1974-09-27,1974-09-27,12,8,1974,khong,Tân Mùi,Giáp Dần,Thu Phân,Khai,co,Cang,tinh-toan,
1974-09-28,1974-09-28,13,8,1974,khong,Nhâm Thân,Giáp Dần,Thu Phân,Bế,khong,Đê,tinh-toan,
1974-09-29,1974-09-29,14,8,1974,khong,Quý Dậu,Giáp Dần,Thu Phân,Kiến,co,Phòng,tinh-toan,
1974-09-30,1974-09-30,15,8,1974,khong,Giáp Tuất,Giáp Dần,Thu Phân,Trừ,khong,Tâm,tinh-toan,
1974-10-01,1974-10-01,16,8,1974,khong,Ất Hợi,Giáp Dần,Thu Phân,Mãn,khong,Vĩ,tinh-toan,
1974-10-02,1974-10-02,17,8,1974,khong,Bính Tý,Giáp Dần,Thu Phân,Bình,co,Cơ,tinh-toan,
1974-10-03,1974-10-03,18,8,1974,khong,Đinh Sửu,Giáp Dần,Thu Phân,Định,khong,Đẩu,tinh-toan,
1974-10-04,1974-10-04,19,8,1974,khong,Mậu Dần,Giáp Dần,Thu Phân,Chấp,co,Ngưu,tinh-toan,
1974-10-05,1974-10-05,20,8,1974,khong,Kỷ Mão,Giáp Dần,Thu Phân,Phá,co,Nữ,tinh-toan,
1974-10-06,1974-10-06,21,8,1974,khong,Canh Thìn,Giáp Dần,Thu Phân,Nguy,khong,Hư,tinh-toan,
1974-10-07,1974-10-07,22,8,1974,khong,Tân Tỵ,Giáp Dần,Thu Phân,Thành,khong,Nguy,tinh-toan,
1974-10-08,1974-10-08,23,8,1974,khong,Nhâm Ngọ,Giáp Dần,Thu Phân,Thu,co,Thất,tinh-toan,
1974-10-09,1974-10-09,24,8,1974,khong,Quý Mùi,Giáp Dần,Hàn Lộ,Thu,khong,Bích,tinh-toan,
1974-10-10,1974-10-10,25,8,1974,khong,Giáp Thân,Giáp Dần,Hàn Lộ,Khai,co,Khuê,tinh-toan,
1974-10-11,1974-10-11,26,8,1974,khong,Ất Dậu,Giáp Dần,Hàn Lộ,Bế,co,Lâu,tinh-toan,
1974-10-12,1974-10-12,27,8,1974,khong,Bính Tuất,Giáp Dần,Hàn Lộ,Kiến,khong,Vị,tinh-toan,
1974-10-13,1974-10-13,28,8,1974,khong,Đinh Hợi,Giáp Dần,Hàn Lộ,Trừ,co,Mão,tinh-toan,
1974-10-14,1974-10-14,29,8,1974,khong,Mậu Tý,Giáp Dần,Hàn Lộ,Mãn,khong,Tất,tinh-toan,
1974-10-15,1974-10-15,1,9,1974,khong,Kỷ Sửu,Giáp Dần,Hàn Lộ,Bình,khong,Chủy,tinh-toan,
1974-10-16,1974-10-16,2,9,1974,khong,Canh Dần,Giáp Dần,Hàn Lộ,Định,co,Sâm,tinh-toan,
1974-10-17,1974-10-17,3,9,1974,khong,Tân Mão,Giáp Dần,Hàn Lộ,Chấp,khong,Tỉnh,tinh-toan,
1974-10-18,1974-10-18,4,9,1974,khong,Nhâm Thìn,Giáp Dần,Hàn Lộ,Phá,co,Quỷ,tinh-toan,
1974-10-19,1974-10-19,5,9,1974,khong,Quý Tỵ,Giáp Dần,Hàn Lộ,Nguy,co,Liễu,tinh-toan,
1974-10-20,1974-10-20,6,9,1974,khong,Giáp Ngọ,Giáp Dần,Hàn Lộ,Thành,khong,Tinh,tinh-toan,
1974-10-21,1974-10-21,7,9,1974,khong,Ất Mùi,Giáp Dần,Hàn Lộ,Thu,khong,Trương,tinh-toan,
1974-10-22,1974-10-22,8,9,1974,khong,Bính Thân,Giáp Dần,Hàn Lộ,Khai,co,Dực,tinh-toan,
1974-10-23,1974-10-23,9,9,1974,khong,Đinh Dậu,Giáp Dần,Hàn Lộ,Bế,co,Chẩn,tinh-toan,
1974-10-24,1974-10-24,10,9,1974,khong,Mậu Tuất,Giáp Dần,Sương Giáng,Kiến,khong,Giác,tinh-toan,
1974-10-25,1974-10-25,11,9,1974,khong,Kỷ Hợi,Giáp Dần,Sương Giáng,Trừ,co,Cang,tinh-toan,
1974-10-26,1974-10-26,12,9,1974,khong,Canh Tý,Giáp Dần,Sương Giáng,Mãn,khong,Đê,tinh-toan,
1974-10-27,1974-10-27,13,9,1974,khong,Tân Sửu,Giáp Dần,Sương Giáng,Bình,khong,Phòng,tinh-toan,
1974-10-28,1974-10-28,14,9,1974,khong,Nhâm Dần,Giáp Dần,Sương Giáng,Định,co,Tâm,tinh-toan,
1974-10-29,1974-10-29,15,9,1974,khong,Quý Mão,Giáp Dần,Sương Giáng,Chấp,khong,Vĩ,tinh-toan,
1974-10-30,1974-10-30,16,9,1974,khong,Giáp Thìn,Giáp Dần,Sương Giáng,Phá,co,Cơ,tinh-toan,
1974-10-31,1974-10-31,17,9,1974,khong,Ất Tỵ,Giáp Dần,Sương Giáng,Nguy,co,Đẩu,tinh-toan,
1974-11-01,1974-11-01,18,9,1974,khong,Bính Ngọ,Giáp Dần,Sương Giáng,Thành,khong,Ngưu,tinh-toan,
1974-11-02,1974-11-02,19,9,1974,khong,Đinh Mùi,Giáp Dần,Sương Giáng,Thu,khong,Nữ,tinh-toan,
1974-11-03,1974-11-03,20,9,1974,khong,Mậu Thân,Giáp Dần,Sương Giáng,Khai,co,Hư,tinh-toan,
1974-11-04,1974-11-04,21,9,1974,khong,Kỷ Dậu,Giáp Dần,Sương Giáng,Bế,co,Nguy,tinh-toan,
1974-11-05,1974-11-05,22,9,1974,khong,Canh Tuất,Giáp Dần,Sương Giáng,Kiến,khong,Thất,tinh-toan,
1974-11-06,1974-11-06,23,9,1974,khong,Tân Hợi,Giáp Dần,Sương Giáng,Trừ,co,Bích,tinh-toan,
1974-11-07,1974-11-07,24,9,1974,khong,Nhâm Tý,Giáp Dần,Sương Giáng,Mãn,khong,Khuê,tinh-toan,
1974-11-08,1974-11-08,25,9,1974,khong,Quý Sửu,Giáp Dần,Lập Đông,Mãn,co,Lâu,tinh-toan,
1974-11-09,1974-11-09,26,9,1974,khong,Giáp Dần,Giáp Dần,Lập Đông,Bình,khong,Vị,tinh-toan,
1974-11-10,1974-11-10,27,9,1974,khong,Ất Mão,Giáp Dần,Lập Đông,Định,khong,Mão,tinh-toan,
1974-11-11,1974-11-11,28,9,1974,khong,Bính Thìn,Giáp Dần,Lập Đông,Chấp,co,Tất,tinh-toan,
1974-11-12,1974-11-12,29,9,1974,khong,Đinh Tỵ,Giáp Dần,Lập Đông,Phá,khong,Chủy,tinh-toan,
1974-11-13,1974-11-13,30,9,1974,khong,Mậu Ngọ,Giáp Dần,Lập Đông,Nguy,co,Sâm,tinh-toan,
1974-11-14,1974-11-14,1,10,1974,khong,Kỷ Mùi,Giáp Dần,Lập Đông,Thành,co,Tỉnh,tinh-toan,
1974-11-15,1974-11-15,2,10,1974,khong,Canh Thân,Giáp Dần,Lập Đông,Thu,khong,Quỷ,tinh-toan,
1974-11-16,1974-11-16,3,10,1974,khong,Tân Dậu,Giáp Dần,Lập Đông,Khai,khong,Liễu,tinh-toan,
1974-11-17,1974-11-17,4,10,1974,khong,Nhâm Tuất,Giáp Dần,Lập Đông,Bế,co,Tinh,tinh-toan,
1974-11-18,1974-11-18,5,10,1974,khong,Quý Hợi,Giáp Dần,Lập Đông,Kiến,co,Trương,tinh-toan,
1974-11-19,1974-11-19,6,10,1974,khong,Giáp Tý,Giáp Dần,Lập Đông,Trừ,khong,Dực,tinh-toan,
1974-11-20,1974-11-20,7,10,1974,khong,Ất Sửu,Giáp Dần,Lập Đông,Mãn,co,Chẩn,tinh-toan,
1974-11-21,1974-11-21,8,10,1974,khong,Bính Dần,Giáp Dần,Lập Đông,Bình,khong,Giác,tinh-toan,
1974-11-22,1974-11-22,9,10,1974,khong,Đinh Mão,Giáp Dần,Lập Đông,Định,khong,Cang,tinh-toan,
1974-11-23,1974-11-23,10,10,1974,khong,Mậu Thìn,Giáp Dần,Tiểu Tuyết,Chấp,co,Đê,tinh-toan,
1974-11-24,1974-11-24,11,10,1974,khong,Kỷ Tỵ,Giáp Dần,Tiểu Tuyết,Phá,khong,Phòng,tinh-toan,
1974-11-25,1974-11-25,12,10,1974,khong,Canh Ngọ,Giáp Dần,Tiểu Tuyết,Nguy,co,Tâm,tinh-toan,
1974-11-26,1974-11-26,13,10,1974,khong,Tân Mùi,Giáp Dần,Tiểu Tuyết,Thành,co,Vĩ,tinh-toan,
1974-11-27,1974-11-27,14,10,1974,khong,Nhâm Thân,Giáp Dần,Tiểu Tuyết,Thu,khong,Cơ,tinh-toan,
1974-11-28,1974-11-28,15,10,1974,khong,Quý Dậu,Giáp Dần,Tiểu Tuyết,Khai,khong,Đẩu,tinh-toan,
1974-11-29,1974-11-29,16,10,1974,khong,Giáp Tuất,Giáp Dần,Tiểu Tuyết,Bế,co,Ngưu,tinh-toan,
1974-11-30,1974-11-30,17,10,1974,khong,Ất Hợi,Giáp Dần,Tiểu Tuyết,Kiến,co,Nữ,tinh-toan,
1974-12-01,1974-12-01,18,10,1974,khong,Bính Tý,Giáp Dần,Tiểu Tuyết,Trừ,khong,Hư,tinh-toan,
1974-12-02,1974-12-02,19,10,1974,khong,Đinh Sửu,Giáp Dần,Tiểu Tuyết,Mãn,co,Nguy,tinh-toan,
1974-12-03,1974-12-03,20,10,1974,khong,Mậu Dần,Giáp Dần,Tiểu Tuyết,Bình,khong,Thất,tinh-toan,
1974-12-04,1974-12-04,21,10,1974,khong,Kỷ Mão,Giáp Dần,Tiểu Tuyết,Định,khong,Bích,tinh-toan,
1974-12-05,1974-12-05,22,10,1974,khong,Canh Thìn,Giáp Dần,Tiểu Tuyết,Chấp,co,Khuê,tinh-toan,
1974-12-06,1974-12-06,23,10,1974,khong,Tân Tỵ,Giáp Dần,Tiểu Tuyết,Phá,khong,Lâu,tinh-toan,
1974-12-07,1974-12-07,24,10,1974,khong,Nhâm Ngọ,Giáp Dần,Tiểu Tuyết,Nguy,co,Vị,tinh-toan,
1974-12-08,1974-12-08,25,10,1974,khong,Quý Mùi,Giáp Dần,Đại Tuyết,Nguy,khong,Mão,tinh-toan,
1974-12-09,1974-12-09,26,10,1974,khong,Giáp Thân,Giáp Dần,Đại Tuyết,Thành,co,Tất,tinh-toan,
1974-12-10,1974-12-10,27,10,1974,khong,Ất Dậu,Giáp Dần,Đại Tuyết,Thu,co,Chủy,tinh-toan,
1974-12-11,1974-12-11,28,10,1974,khong,Bính Tuất,Giáp Dần,Đại Tuyết,Khai,khong,Sâm,tinh-toan,
1974-12-12,1974-12-12,29,10,1974,khong,Đinh Hợi,Giáp Dần,Đại Tuyết,Bế,khong,Tỉnh,tinh-toan,
1974-12-13,1974-12-13,1,11,1974,khong,Mậu Tý,Giáp Dần,Đại Tuyết,Kiến,co,Quỷ,tinh-toan,
1974-12-14,1974-12-14,2,11,1974,khong,Kỷ Sửu,Giáp Dần,Đại Tuyết,Trừ,co,Liễu,tinh-toan,
1974-12-15,1974-12-15,3,11,1974,khong,Canh Dần,Giáp Dần,Đại Tuyết,Mãn,khong,Tinh,tinh-toan,
1974-12-16,1974-12-16,4,11,1974,khong,Tân Mão,Giáp Dần,Đại Tuyết,Bình,co,Trương,tinh-toan,
1974-12-17,1974-12-17,5,11,1974,khong,Nhâm Thìn,Giáp Dần,Đại Tuyết,Định,khong,Dực,tinh-toan,
1974-12-18,1974-12-18,6,11,1974,khong,Quý Tỵ,Giáp Dần,Đại Tuyết,Chấp,khong,Chẩn,tinh-toan,
1974-12-19,1974-12-19,7,11,1974,khong,Giáp Ngọ,Giáp Dần,Đại Tuyết,Phá,co,Giác,tinh-toan,
1974-12-20,1974-12-20,8,11,1974,khong,Ất Mùi,Giáp Dần,Đại Tuyết,Nguy,khong,Cang,tinh-toan,
1974-12-21,1974-12-21,9,11,1974,khong,Bính Thân,Giáp Dần,Đại Tuyết,Thành,co,Đê,tinh-toan,
1974-12-22,1974-12-22,10,11,1974,khong,Đinh Dậu,Giáp Dần,Đại Tuyết,Thu,co,Phòng,tinh-toan,
1974-12-23,1974-12-23,11,11,1974,khong,Mậu Tuất,Giáp Dần,Đông Chí,Khai,khong,Tâm,tinh-toan,
1974-12-24,1974-12-24,12,11,1974,khong,Kỷ Hợi,Giáp Dần,Đông Chí,Bế,khong,Vĩ,tinh-toan,
1974-12-25,1974-12-25,13,11,1974,khong,Canh Tý,Giáp Dần,Đông Chí,Kiến,co,Cơ,tinh-toan,
1974-12-26,1974-12-26,14,11,1974,khong,Tân Sửu,Giáp Dần,Đông Chí,Trừ,co,Đẩu,tinh-toan,
1974-12-27,1974-12-27,15,11,1974,khong,Nhâm Dần,Giáp Dần,Đông Chí,Mãn,khong,Ngưu,tinh-toan,
1974-12-28,1974-12-28,16,11,1974,khong,Quý Mão,Giáp Dần,Đông Chí,Bình,co,Nữ,tinh-toan,
1974-12-29,1974-12-29,17,11,1974,khong,Giáp Thìn,Giáp Dần,Đông Chí,Định,khong,Hư,tinh-toan,
1974-12-30,1974-12-30,18,11,1974,khong,Ất Tỵ,Giáp Dần,Đông Chí,Chấp,khong,Nguy,tinh-toan,
1974-12-31,1974-12-31,19,11,1974,khong,Bính Ngọ,Giáp Dần,Đông Chí,Phá,co,Thất,tinh-toan,
1975-01-01,1975-01-01,20,11,1974,khong,Đinh Mùi,Giáp Dần,Đông Chí,Nguy,khong,Bích,tinh-toan,
1975-01-02,1975-01-02,21,11,1974,khong,Mậu Thân,Giáp Dần,Đông Chí,Thành,co,Khuê,tinh-toan,
