id,nam_sinh,gioi_tinh,cung_phi,que_menh,nhom_menh,huong_tot,huong_xau,nguon,ghi_chu
1900-nam,1900,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1986-nam,1986,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1986-nu,1986,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1987-nam,1987,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1987-nu,1987,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1988-nam,1988,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1988-nu,1988,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1989-nam,1989,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1989-nu,1989,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1990-nam,1990,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1990-nu,1990,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1991-nam,1991,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1991-nu,1991,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1992-nam,1992,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1992-nu,1992,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1993-nam,1993,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1993-nu,1993,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1994-nam,1994,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1994-nu,1994,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1995-nam,1995,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1995-nu,1995,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1996-nam,1996,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1996-nu,1996,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1997-nam,1997,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1997-nu,1997,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1998-nam,1998,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1998-nu,1998,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1999-nam,1999,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
1999-nu,1999,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2000-nam,2000,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2000-nu,2000,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2001-nam,2001,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2001-nu,2001,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2002-nam,2002,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2002-nu,2002,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2003-nam,2003,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2003-nu,2003,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2004-nam,2004,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2004-nu,2004,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2005-nam,2005,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2005-nu,2005,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2006-nam,2006,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2006-nu,2006,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2007-nam,2007,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2007-nu,2007,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2008-nam,2008,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2008-nu,2008,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2009-nam,2009,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2009-nu,2009,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2010-nam,2010,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2010-nu,2010,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2011-nam,2011,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2011-nu,2011,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2012-nam,2012,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2012-nu,2012,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2013-nam,2013,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2013-nu,2013,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2014-nam,2014,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2014-nu,2014,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2015-nam,2015,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2015-nu,2015,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2016-nam,2016,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2016-nu,2016,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2017-nam,2017,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2017-nu,2017,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2018-nam,2018,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2018-nu,2018,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2019-nam,2019,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2019-nu,2019,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2020-nam,2020,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2020-nu,2020,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2021-nam,2021,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2021-nu,2021,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2022-nam,2022,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2022-nu,2022,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2023-nam,2023,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2023-nu,2023,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2024-nam,2024,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2024-nu,2024,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2025-nam,2025,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2025-nu,2025,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2026-nam,2026,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2026-nu,2026,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2027-nam,2027,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2027-nu,2027,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2028-nam,2028,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2028-nu,2028,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
