id,nam,ten,ten_en,kinh_do,ngay_bat_dau,gio,phut,sat_nua_dem,nguon,ghi_chu
1986-11,1986,Bạch Lộ,White Dew,165,1986-09-08,5,25,khong,tinh-toan,
1986-12,1986,Thu Phân,Autumnal Equinox,180,1986-09-23,14,45,khong,tinh-toan,
1986-13,1986,Hàn Lộ,Cold Dew,195,1986-10-08,20,57,khong,tinh-toan,
1986-14,1986,Sương Giáng,Frost Descent,210,1986-10-23,23,59,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1986-15,1986,Lập Đông,Start of Winter,225,1986-11-08,0,1,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1986-16,1986,Tiểu Tuyết,Minor Snow,240,1986-11-22,21,26,khong,tinh-toan,
1986-17,1986,Đại Tuyết,Major Snow,255,1986-12-07,16,48,khong,tinh-toan,
1986-18,1986,Đông Chí,Winter Solstice,270,1986-12-22,10,43,khong,tinh-toan,
1987-19,1987,Tiểu Hàn,Minor Cold,285,1987-01-06,4,0,khong,tinh-toan,
1987-20,1987,Đại Hàn,Major Cold,300,1987-01-20,21,23,khong,tinh-toan,
1987-21,1987,Lập Xuân,Start of Spring,315,1987-02-04,15,40,khong,tinh-toan,
1987-22,1987,Vũ Thủy,Rain Water,330,1987-02-19,11,35,khong,tinh-toan,
1987-23,1987,Kinh Trập,Awakening of Insects,345,1987-03-06,9,45,khong,tinh-toan,
1987-00,1987,Xuân Phân,Vernal Equinox,0,1987-03-21,10,40,khong,tinh-toan,
1987-01,1987,Thanh Minh,Clear and Bright,15,1987-04-05,14,40,khong,tinh-toan,
1987-02,1987,Cốc Vũ,Grain Rain,30,1987-04-20,21,49,khong,tinh-toan,
1987-03,1987,Lập Hạ,Start of Summer,45,1987-05-06,8,4,khong,tinh-toan,
1987-04,1987,Tiểu Mãn,Grain Buds,60,1987-05-21,21,4,khong,tinh-toan,
1987-05,1987,Mang Chủng,Grain in Ear,75,1987-06-06,12,19,khong,tinh-toan,
1987-06,1987,Hạ Chí,Summer Solstice,90,1987-06-22,5,6,khong,tinh-toan,
1987-07,1987,Tiểu Thử,Minor Heat,105,1987-07-07,22,37,khong,tinh-toan,
1987-08,1987,Đại Thử,Major Heat,120,1987-07-23,16,0,khong,tinh-toan,
1987-09,1987,Lập Thu,Start of Autumn,135,1987-08-08,8,23,khong,tinh-toan,
1987-10,1987,Xử Thử,End of Heat,150,1987-08-23,23,0,khong,tinh-toan,
1987-11,1987,Bạch Lộ,White Dew,165,1987-09-08,11,13,khong,tinh-toan,
1987-12,1987,Thu Phân,Autumnal Equinox,180,1987-09-23,20,34,khong,tinh-toan,
1987-13,1987,Hàn Lộ,Cold Dew,195,1987-10-09,2,46,khong,tinh-toan,
1987-14,1987,Sương Giáng,Frost Descent,210,1987-10-24,5,48,khong,tinh-toan,
1987-15,1987,Lập Đông,Start of Winter,225,1987-11-08,5,50,khong,tinh-toan,
1987-16,1987,Tiểu Tuyết,Minor Snow,240,1987-11-23,3,16,khong,tinh-toan,
1987-17,1987,Đại Tuyết,Major Snow,255,1987-12-07,22,37,khong,tinh-toan,
1987-18,1987,Đông Chí,Winter Solstice,270,1987-12-22,16,33,khong,tinh-toan,
1988-19,1988,Tiểu Hàn,Minor Cold,285,1988-01-06,9,49,khong,tinh-toan,
1988-20,1988,Đại Hàn,Major Cold,300,1988-01-21,3,12,khong,tinh-toan,
1988-21,1988,Lập Xuân,Start of Spring,315,1988-02-04,21,29,khong,tinh-toan,
1988-22,1988,Vũ Thủy,Rain Water,330,1988-02-19,17,24,khong,tinh-toan,
1988-23,1988,Kinh Trập,Awakening of Insects,345,1988-03-05,15,34,khong,tinh-toan,
1988-00,1988,Xuân Phân,Vernal Equinox,0,1988-03-20,16,29,khong,tinh-toan,
1988-01,1988,Thanh Minh,Clear and Bright,15,1988-04-04,20,28,khong,tinh-toan,
1988-02,1988,Cốc Vũ,Grain Rain,30,1988-04-20,3,39,khong,tinh-toan,
1988-03,1988,Lập Hạ,Start of Summer,45,1988-05-05,13,53,khong,tinh-toan,
1988-04,1988,Tiểu Mãn,Grain Buds,60,1988-05-21,2,53,khong,tinh-toan,
1988-05,1988,Mang Chủng,Grain in Ear,75,1988-06-05,18,7,khong,tinh-toan,
1988-06,1988,Hạ Chí,Summer Solstice,90,1988-06-21,10,54,khong,tinh-toan,
1988-07,1988,Tiểu Thử,Minor Heat,105,1988-07-07,4,24,khong,tinh-toan,
1988-08,1988,Đại Thử,Major Heat,120,1988-07-22,21,48,khong,tinh-toan,
1988-09,1988,Lập Thu,Start of Autumn,135,1988-08-07,14,11,khong,tinh-toan,
1988-10,1988,Xử Thử,End of Heat,150,1988-08-23,4,49,khong,tinh-toan,
1988-11,1988,Bạch Lộ,White Dew,165,1988-09-07,17,2,khong,tinh-toan,
1988-12,1988,Thu Phân,Autumnal Equinox,180,1988-09-23,2,22,khong,tinh-toan,
1988-13,1988,Hàn Lộ,Cold Dew,195,1988-10-08,8,34,khong,tinh-toan,
1988-14,1988,Sương Giáng,Frost Descent,210,1988-10-23,11,37,khong,tinh-toan,
1988-15,1988,Lập Đông,Start of Winter,225,1988-11-07,11,39,khong,tinh-toan,
1988-16,1988,Tiểu Tuyết,Minor Snow,240,1988-11-22,9,6,khong,tinh-toan,
1988-17,1988,Đại Tuyết,Major Snow,255,1988-12-07,4,26,khong,tinh-toan,
1988-18,1988,Đông Chí,Winter Solstice,270,1988-12-21,22,23,khong,tinh-toan,
1989-19,1989,Tiểu Hàn,Minor Cold,285,1989-01-05,15,38,khong,tinh-toan,
1989-20,1989,Đại Hàn,Major Cold,300,1989-01-20,9,2,khong,tinh-toan,
1989-21,1989,Lập Xuân,Start of Spring,315,1989-02-04,3,18,khong,tinh-toan,
1989-22,1989,Vũ Thủy,Rain Water,330,1989-02-18,23,14,khong,tinh-toan,
1989-23,1989,Kinh Trập,Awakening of Insects,345,1989-03-05,21,24,khong,tinh-toan,
1989-00,1989,Xuân Phân,Vernal Equinox,0,1989-03-20,22,18,khong,tinh-toan,
1989-01,1989,Thanh Minh,Clear and Bright,15,1989-04-05,2,17,khong,tinh-toan,
1989-02,1989,Cốc Vũ,Grain Rain,30,1989-04-20,9,27,khong,tinh-toan,
1989-03,1989,Lập Hạ,Start of Summer,45,1989-05-05,19,41,khong,tinh-toan,
1989-04,1989,Tiểu Mãn,Grain Buds,60,1989-05-21,8,41,khong,tinh-toan,
1989-05,1989,Mang Chủng,Grain in Ear,75,1989-06-05,23,55,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1989-06,1989,Hạ Chí,Summer Solstice,90,1989-06-21,16,42,khong,tinh-toan,
1989-07,1989,Tiểu Thử,Minor Heat,105,1989-07-07,10,12,khong,tinh-toan,
1989-08,1989,Đại Thử,Major Heat,120,1989-07-23,3,35,khong,tinh-toan,
1989-09,1989,Lập Thu,Start of Autumn,135,1989-08-07,19,59,khong,tinh-toan,
1989-10,1989,Xử Thử,End of Heat,150,1989-08-23,10,37,khong,tinh-toan,
1989-11,1989,Bạch Lộ,White Dew,165,1989-09-07,22,50,khong,tinh-toan,
1989-12,1989,Thu Phân,Autumnal Equinox,180,1989-09-23,8,10,khong,tinh-toan,
1989-13,1989,Hàn Lộ,Cold Dew,195,1989-10-08,14,23,khong,tinh-toan,
1989-14,1989,Sương Giáng,Frost Descent,210,1989-10-23,17,26,khong,tinh-toan,
1989-15,1989,Lập Đông,Start of Winter,225,1989-11-07,17,28,khong,tinh-toan,
1989-16,1989,Tiểu Tuyết,Minor Snow,240,1989-11-22,14,54,khong,tinh-toan,
1989-17,1989,Đại Tuyết,Major Snow,255,1989-12-07,10,16,khong,tinh-toan,
1989-18,1989,Đông Chí,Winter Solstice,270,1989-12-22,4,12,khong,tinh-toan,
1990-19,1990,Tiểu Hàn,Minor Cold,285,1990-01-05,21,28,khong,tinh-toan,
1990-20,1990,Đại Hàn,Major Cold,300,1990-01-20,14,51,khong,tinh-toan,
1990-21,1990,Lập Xuân,Start of Spring,315,1990-02-04,9,8,khong,tinh-toan,
1990-22,1990,Vũ Thủy,Rain Water,330,1990-02-19,5,3,khong,tinh-toan,
1990-23,1990,Kinh Trập,Awakening of Insects,345,1990-03-06,3,13,khong,tinh-toan,
1990-00,1990,Xuân Phân,Vernal Equinox,0,1990-03-21,4,8,khong,tinh-toan,
1990-01,1990,Thanh Minh,Clear and Bright,15,1990-04-05,8,6,khong,tinh-toan,
1990-02,1990,Cốc Vũ,Grain Rain,30,1990-04-20,15,16,khong,tinh-toan,
1990-03,1990,Lập Hạ,Start of Summer,45,1990-05-06,1,29,khong,tinh-toan,
1990-04,1990,Tiểu Mãn,Grain Buds,60,1990-05-21,14,29,khong,tinh-toan,
1990-05,1990,Mang Chủng,Grain in Ear,75,1990-06-06,5,43,khong,tinh-toan,
1990-06,1990,Hạ Chí,Summer Solstice,90,1990-06-21,22,30,khong,tinh-toan,
1990-07,1990,Tiểu Thử,Minor Heat,105,1990-07-07,16,0,khong,tinh-toan,
1990-08,1990,Đại Thử,Major Heat,120,1990-07-23,9,23,khong,tinh-toan,
1990-09,1990,Lập Thu,Start of Autumn,135,1990-08-08,1,47,khong,tinh-toan,
1990-10,1990,Xử Thử,End of Heat,150,1990-08-23,16,25,khong,tinh-toan,
1990-11,1990,Bạch Lộ,White Dew,165,1990-09-08,4,38,khong,tinh-toan,
1990-12,1990,Thu Phân,Autumnal Equinox,180,1990-09-23,13,59,khong,tinh-toan,
1990-13,1990,Hàn Lộ,Cold Dew,195,1990-10-08,20,12,khong,tinh-toan,
1990-14,1990,Sương Giáng,Frost Descent,210,1990-10-23,23,15,khong,tinh-toan,
1990-15,1990,Lập Đông,Start of Winter,225,1990-11-07,23,18,khong,tinh-toan,
1990-16,1990,Tiểu Tuyết,Minor Snow,240,1990-11-22,20,44,khong,tinh-toan,
1990-17,1990,Đại Tuyết,Major Snow,255,1990-12-07,16,6,khong,tinh-toan,
1990-18,1990,Đông Chí,Winter Solstice,270,1990-12-22,10,2,khong,tinh-toan,
1991-19,1991,Tiểu Hàn,Minor Cold,285,1991-01-06,3,17,khong,tinh-toan,
1991-20,1991,Đại Hàn,Major Cold,300,1991-01-20,20,41,khong,tinh-toan,
1991-21,1991,Lập Xuân,Start of Spring,315,1991-02-04,14,58,khong,tinh-toan,
1991-22,1991,Vũ Thủy,Rain Water,330,1991-02-19,10,52,khong,tinh-toan,
1991-23,1991,Kinh Trập,Awakening of Insects,345,1991-03-06,9,2,khong,tinh-toan,
1991-00,1991,Xuân Phân,Vernal Equinox,0,1991-03-21,9,57,khong,tinh-toan,
1991-01,1991,Thanh Minh,Clear and Bright,15,1991-04-05,13,55,khong,tinh-toan,
1991-02,1991,Cốc Vũ,Grain Rain,30,1991-04-20,21,4,khong,tinh-toan,
1991-03,1991,Lập Hạ,Start of Summer,45,1991-05-06,7,17,khong,tinh-toan,
1991-04,1991,Tiểu Mãn,Grain Buds,60,1991-05-21,20,17,khong,tinh-toan,
1991-05,1991,Mang Chủng,Grain in Ear,75,1991-06-06,11,31,khong,tinh-toan,
1991-06,1991,Hạ Chí,Summer Solstice,90,1991-06-22,4,17,khong,tinh-toan,
1991-07,1991,Tiểu Thử,Minor Heat,105,1991-07-07,21,48,khong,tinh-toan,
1991-08,1991,Đại Thử,Major Heat,120,1991-07-23,15,11,khong,tinh-toan,
1991-09,1991,Lập Thu,Start of Autumn,135,1991-08-08,7,35,khong,tinh-toan,
1991-10,1991,Xử Thử,End of Heat,150,1991-08-23,22,13,khong,tinh-toan,
1991-11,1991,Bạch Lộ,White Dew,165,1991-09-08,10,26,khong,tinh-toan,
1991-12,1991,Thu Phân,Autumnal Equinox,180,1991-09-23,19,47,khong,tinh-toan,
1991-13,1991,Hàn Lộ,Cold Dew,195,1991-10-09,2,0,khong,tinh-toan,
1991-14,1991,Sương Giáng,Frost Descent,210,1991-10-24,5,3,khong,tinh-toan,
1991-15,1991,Lập Đông,Start of Winter,225,1991-11-08,5,6,khong,tinh-toan,
1991-16,1991,Tiểu Tuyết,Minor Snow,240,1991-11-23,2,34,khong,tinh-toan,
1991-17,1991,Đại Tuyết,Major Snow,255,1991-12-07,21,55,khong,tinh-toan,
1991-18,1991,Đông Chí,Winter Solstice,270,1991-12-22,15,51,khong,tinh-toan,
1992-19,1992,Tiểu Hàn,Minor Cold,285,1992-01-06,9,7,khong,tinh-toan,
1992-20,1992,Đại Hàn,Major Cold,300,1992-01-21,2,30,khong,tinh-toan,
1992-21,1992,Lập Xuân,Start of Spring,315,1992-02-04,20,47,khong,tinh-toan,
1992-22,1992,Vũ Thủy,Rain Water,330,1992-02-19,16,42,khong,tinh-toan,
1992-23,1992,Kinh Trập,Awakening of Insects,345,1992-03-05,14,51,khong,tinh-toan,
1992-00,1992,Xuân Phân,Vernal Equinox,0,1992-03-20,15,45,khong,tinh-toan,
1992-01,1992,Thanh Minh,Clear and Bright,15,1992-04-04,19,44,khong,tinh-toan,
1992-02,1992,Cốc Vũ,Grain Rain,30,1992-04-20,2,53,khong,tinh-toan,
1992-03,1992,Lập Hạ,Start of Summer,45,1992-05-05,13,6,khong,tinh-toan,
1992-04,1992,Tiểu Mãn,Grain Buds,60,1992-05-21,2,5,khong,tinh-toan,
1992-05,1992,Mang Chủng,Grain in Ear,75,1992-06-05,17,19,khong,tinh-toan,
1992-06,1992,Hạ Chí,Summer Solstice,90,1992-06-21,10,5,khong,tinh-toan,
1992-07,1992,Tiểu Thử,Minor Heat,105,1992-07-07,3,36,khong,tinh-toan,
1992-08,1992,Đại Thử,Major Heat,120,1992-07-22,20,59,khong,tinh-toan,
1992-09,1992,Lập Thu,Start of Autumn,135,1992-08-07,13,23,khong,tinh-toan,
1992-10,1992,Xử Thử,End of Heat,150,1992-08-23,4,1,khong,tinh-toan,
1992-11,1992,Bạch Lộ,White Dew,165,1992-09-07,16,15,khong,tinh-toan,
1992-12,1992,Thu Phân,Autumnal Equinox,180,1992-09-23,1,36,khong,tinh-toan,
1992-13,1992,Hàn Lộ,Cold Dew,195,1992-10-08,7,49,khong,tinh-toan,
1992-14,1992,Sương Giáng,Frost Descent,210,1992-10-23,10,52,khong,tinh-toan,
1992-15,1992,Lập Đông,Start of Winter,225,1992-11-07,10,56,khong,tinh-toan,
1992-16,1992,Tiểu Tuyết,Minor Snow,240,1992-11-22,8,22,khong,tinh-toan,
1992-17,1992,Đại Tuyết,Major Snow,255,1992-12-07,3,44,khong,tinh-toan,
1992-18,1992,Đông Chí,Winter Solstice,270,1992-12-21,21,41,khong,tinh-toan,
1993-19,1993,Tiểu Hàn,Minor Cold,285,1993-01-05,14,57,khong,tinh-toan,
1993-20,1993,Đại Hàn,Major Cold,300,1993-01-20,8,20,khong,tinh-toan,
1993-21,1993,Lập Xuân,Start of Spring,315,1993-02-04,2,37,khong,tinh-toan,
1993-22,1993,Vũ Thủy,Rain Water,330,1993-02-18,22,31,khong,tinh-toan,
1993-23,1993,Kinh Trập,Awakening of Insects,345,1993-03-05,20,41,khong,tinh-toan,
1993-00,1993,Xuân Phân,Vernal Equinox,0,1993-03-20,21,34,khong,tinh-toan,
1993-01,1993,Thanh Minh,Clear and Bright,15,1993-04-05,1,32,khong,tinh-toan,
1993-02,1993,Cốc Vũ,Grain Rain,30,1993-04-20,8,41,khong,tinh-toan,
1993-03,1993,Lập Hạ,Start of Summer,45,1993-05-05,18,54,khong,tinh-toan,
1993-04,1993,Tiểu Mãn,Grain Buds,60,1993-05-21,7,53,khong,tinh-toan,
1993-05,1993,Mang Chủng,Grain in Ear,75,1993-06-05,23,7,khong,tinh-toan,
1993-06,1993,Hạ Chí,Summer Solstice,90,1993-06-21,15,53,khong,tinh-toan,
1993-07,1993,Tiểu Thử,Minor Heat,105,1993-07-07,9,24,khong,tinh-toan,
1993-08,1993,Đại Thử,Major Heat,120,1993-07-23,2,47,khong,tinh-toan,
1993-09,1993,Lập Thu,Start of Autumn,135,1993-08-07,19,11,khong,tinh-toan,
1993-10,1993,Xử Thử,End of Heat,150,1993-08-23,9,49,khong,tinh-toan,
1993-11,1993,Bạch Lộ,White Dew,165,1993-09-07,22,3,khong,tinh-toan,
1993-12,1993,Thu Phân,Autumnal Equinox,180,1993-09-23,7,24,khong,tinh-toan,
1993-13,1993,Hàn Lộ,Cold Dew,195,1993-10-08,13,38,khong,tinh-toan,
1993-14,1993,Sương Giáng,Frost Descent,210,1993-10-23,16,42,khong,tinh-toan,
1993-15,1993,Lập Đông,Start of Winter,225,1993-11-07,16,45,khong,tinh-toan,
1993-16,1993,Tiểu Tuyết,Minor Snow,240,1993-11-22,14,12,khong,tinh-toan,
1993-17,1993,Đại Tuyết,Major Snow,255,1993-12-07,9,34,khong,tinh-toan,
1993-18,1993,Đông Chí,Winter Solstice,270,1993-12-22,3,30,khong,tinh-toan,
1994-19,1994,Tiểu Hàn,Minor Cold,285,1994-01-05,20,46,khong,tinh-toan,
1994-20,1994,Đại Hàn,Major Cold,300,1994-01-20,14,10,khong,tinh-toan,
1994-21,1994,Lập Xuân,Start of Spring,315,1994-02-04,8,26,khong,tinh-toan,
1994-22,1994,Vũ Thủy,Rain Water,330,1994-02-19,4,20,khong,tinh-toan,
1994-23,1994,Kinh Trập,Awakening of Insects,345,1994-03-06,2,29,khong,tinh-toan,
1994-00,1994,Xuân Phân,Vernal Equinox,0,1994-03-21,3,24,khong,tinh-toan,
1994-01,1994,Thanh Minh,Clear and Bright,15,1994-04-05,7,21,khong,tinh-toan,
1994-02,1994,Cốc Vũ,Grain Rain,30,1994-04-20,14,30,khong,tinh-toan,
1994-03,1994,Lập Hạ,Start of Summer,45,1994-05-06,0,43,khong,tinh-toan,
1994-04,1994,Tiểu Mãn,Grain Buds,60,1994-05-21,13,42,khong,tinh-toan,
1994-05,1994,Mang Chủng,Grain in Ear,75,1994-06-06,4,55,khong,tinh-toan,
1994-06,1994,Hạ Chí,Summer Solstice,90,1994-06-21,21,41,khong,tinh-toan,
1994-07,1994,Tiểu Thử,Minor Heat,105,1994-07-07,15,12,khong,tinh-toan,
1994-08,1994,Đại Thử,Major Heat,120,1994-07-23,8,35,khong,tinh-toan,
1994-09,1994,Lập Thu,Start of Autumn,135,1994-08-08,1,0,khong,tinh-toan,
1994-10,1994,Xử Thử,End of Heat,150,1994-08-23,15,38,khong,tinh-toan,
1994-11,1994,Bạch Lộ,White Dew,165,1994-09-08,3,52,khong,tinh-toan,
1994-12,1994,Thu Phân,Autumnal Equinox,180,1994-09-23,13,13,khong,tinh-toan,
1994-13,1994,Hàn Lộ,Cold Dew,195,1994-10-08,19,27,khong,tinh-toan,
1994-14,1994,Sương Giáng,Frost Descent,210,1994-10-23,22,31,khong,tinh-toan,
1994-15,1994,Lập Đông,Start of Winter,225,1994-11-07,22,34,khong,tinh-toan,
1994-16,1994,Tiểu Tuyết,Minor Snow,240,1994-11-22,20,1,khong,tinh-toan,
1994-17,1994,Đại Tuyết,Major Snow,255,1994-12-07,15,23,khong,tinh-toan,
1994-18,1994,Đông Chí,Winter Solstice,270,1994-12-22,9,20,khong,tinh-toan,
1995-19,1995,Tiểu Hàn,Minor Cold,285,1995-01-06,2,36,khong,tinh-toan,
1995-20,1995,Đại Hàn,Major Cold,300,1995-01-20,19,59,khong,tinh-toan,
1995-21,1995,Lập Xuân,Start of Spring,315,1995-02-04,14,16,khong,tinh-toan,
1995-22,1995,Vũ Thủy,Rain Water,330,1995-02-19,10,10,khong,tinh-toan,
1995-23,1995,Kinh Trập,Awakening of Insects,345,1995-03-06,8,19,khong,tinh-toan,
1995-00,1995,Xuân Phân,Vernal Equinox,0,1995-03-21,9,13,khong,tinh-toan,
1995-01,1995,Thanh Minh,Clear and Bright,15,1995-04-05,13,10,khong,tinh-toan,
1995-02,1995,Cốc Vũ,Grain Rain,30,1995-04-20,20,18,khong,tinh-toan,
1995-03,1995,Lập Hạ,Start of Summer,45,1995-05-06,6,31,khong,tinh-toan,
1995-04,1995,Tiểu Mãn,Grain Buds,60,1995-05-21,19,30,khong,tinh-toan,
1995-05,1995,Mang Chủng,Grain in Ear,75,1995-06-06,10,43,khong,tinh-toan,
1995-06,1995,Hạ Chí,Summer Solstice,90,1995-06-22,3,29,khong,tinh-toan,
1995-07,1995,Tiểu Thử,Minor Heat,105,1995-07-07,21,0,khong,tinh-toan,
1995-08,1995,Đại Thử,Major Heat,120,1995-07-23,14,23,khong,tinh-toan,
1995-09,1995,Lập Thu,Start of Autumn,135,1995-08-08,6,48,khong,tinh-toan,
1995-10,1995,Xử Thử,End of Heat,150,1995-08-23,21,26,khong,tinh-toan,
1995-11,1995,Bạch Lộ,White Dew,165,1995-09-08,9,40,khong,tinh-toan,
1995-12,1995,Thu Phân,Autumnal Equinox,180,1995-09-23,19,1,khong,tinh-toan,
1995-13,1995,Hàn Lộ,Cold Dew,195,1995-10-09,1,15,khong,tinh-toan,
1995-14,1995,Sương Giáng,Frost Descent,210,1995-10-24,4,19,khong,tinh-toan,
1995-15,1995,Lập Đông,Start of Winter,225,1995-11-08,4,23,khong,tinh-toan,
1995-16,1995,Tiểu Tuyết,Minor Snow,240,1995-11-23,1,50,khong,tinh-toan,
1995-17,1995,Đại Tuyết,Major Snow,255,1995-12-07,21,12,khong,tinh-toan,
1995-18,1995,Đông Chí,Winter Solstice,270,1995-12-22,15,9,khong,tinh-toan,
1996-19,1996,Tiểu Hàn,Minor Cold,285,1996-01-06,8,26,khong,tinh-toan,
1996-20,1996,Đại Hàn,Major Cold,300,1996-01-21,1,49,khong,tinh-toan,
1996-21,1996,Lập Xuân,Start of Spring,315,1996-02-04,20,6,khong,tinh-toan,
1996-22,1996,Vũ Thủy,Rain Water,330,1996-02-19,16,0,khong,tinh-toan,
1996-23,1996,Kinh Trập,Awakening of Insects,345,1996-03-05,14,8,khong,tinh-toan,
1996-00,1996,Xuân Phân,Vernal Equinox,0,1996-03-20,15,1,khong,tinh-toan,
1996-01,1996,Thanh Minh,Clear and Bright,15,1996-04-04,18,59,khong,tinh-toan,
1996-02,1996,Cốc Vũ,Grain Rain,30,1996-04-20,2,7,khong,tinh-toan,
1996-03,1996,Lập Hạ,Start of Summer,45,1996-05-05,12,20,khong,tinh-toan,
1996-04,1996,Tiểu Mãn,Grain Buds,60,1996-05-21,1,18,khong,tinh-toan,
1996-05,1996,Mang Chủng,Grain in Ear,75,1996-06-05,16,31,khong,tinh-toan,
1996-06,1996,Hạ Chí,Summer Solstice,90,1996-06-21,9,17,khong,tinh-toan,
1996-07,1996,Tiểu Thử,Minor Heat,105,1996-07-07,2,48,khong,tinh-toan,
1996-08,1996,Đại Thử,Major Heat,120,1996-07-22,20,11,khong,tinh-toan,
1996-09,1996,Lập Thu,Start of Autumn,135,1996-08-07,12,36,khong,tinh-toan,
1996-10,1996,Xử Thử,End of Heat,150,1996-08-23,3,14,khong,tinh-toan,
1996-11,1996,Bạch Lộ,White Dew,165,1996-09-07,15,28,khong,tinh-toan,
1996-12,1996,Thu Phân,Autumnal Equinox,180,1996-09-23,0,50,khong,tinh-toan,
1996-13,1996,Hàn Lộ,Cold Dew,195,1996-10-08,7,4,khong,tinh-toan,
1996-14,1996,Sương Giáng,Frost Descent,210,1996-10-23,10,8,khong,tinh-toan,
1996-15,1996,Lập Đông,Start of Winter,225,1996-11-07,10,12,khong,tinh-toan,
1996-16,1996,Tiểu Tuyết,Minor Snow,240,1996-11-22,7,40,khong,tinh-toan,
1996-17,1996,Đại Tuyết,Major Snow,255,1996-12-07,3,2,khong,tinh-toan,
1996-18,1996,Đông Chí,Winter Solstice,270,1996-12-21,20,59,khong,tinh-toan,
1997-19,1997,Tiểu Hàn,Minor Cold,285,1997-01-05,14,15,khong,tinh-toan,
1997-20,1997,Đại Hàn,Major Cold,300,1997-01-20,7,39,khong,tinh-toan,
1997-21,1997,Lập Xuân,Start of Spring,315,1997-02-04,1,55,khong,tinh-toan,
1997-22,1997,Vũ Thủy,Rain Water,330,1997-02-18,21,48,khong,tinh-toan,
1997-23,1997,Kinh Trập,Awakening of Insects,345,1997-03-05,19,57,khong,tinh-toan,
1997-00,1997,Xuân Phân,Vernal Equinox,0,1997-03-20,20,50,khong,tinh-toan,
1997-01,1997,Thanh Minh,Clear and Bright,15,1997-04-05,0,47,khong,tinh-toan,
1997-02,1997,Cốc Vũ,Grain Rain,30,1997-04-20,7,55,khong,tinh-toan,
1997-03,1997,Lập Hạ,Start of Summer,45,1997-05-05,18,8,khong,tinh-toan,
1997-04,1997,Tiểu Mãn,Grain Buds,60,1997-05-21,7,6,khong,tinh-toan,
1997-05,1997,Mang Chủng,Grain in Ear,75,1997-06-05,22,19,khong,tinh-toan,
1997-06,1997,Hạ Chí,Summer Solstice,90,1997-06-21,15,5,khong,tinh-toan,
1997-07,1997,Tiểu Thử,Minor Heat,105,1997-07-07,8,36,khong,tinh-toan,
1997-08,1997,Đại Thử,Major Heat,120,1997-07-23,1,58,khong,tinh-toan,
1997-09,1997,Lập Thu,Start of Autumn,135,1997-08-07,18,23,khong,tinh-toan,
1997-10,1997,Xử Thử,End of Heat,150,1997-08-23,9,2,khong,tinh-toan,
1997-11,1997,Bạch Lộ,White Dew,165,1997-09-07,21,17,khong,tinh-toan,
1997-12,1997,Thu Phân,Autumnal Equinox,180,1997-09-23,6,39,khong,tinh-toan,
1997-13,1997,Hàn Lộ,Cold Dew,195,1997-10-08,12,53,khong,tinh-toan,
1997-14,1997,Sương Giáng,Frost Descent,210,1997-10-23,15,57,khong,tinh-toan,
1997-15,1997,Lập Đông,Start of Winter,225,1997-11-07,16,2,khong,tinh-toan,
1997-16,1997,Tiểu Tuyết,Minor Snow,240,1997-11-22,13,29,khong,tinh-toan,
1997-17,1997,Đại Tuyết,Major Snow,255,1997-12-07,8,51,khong,tinh-toan,
1997-18,1997,Đông Chí,Winter Solstice,270,1997-12-22,2,48,khong,tinh-toan,
1998-19,1998,Tiểu Hàn,Minor Cold,285,1998-01-05,20,5,khong,tinh-toan,
1998-20,1998,Đại Hàn,Major Cold,300,1998-01-20,13,27,khong,tinh-toan,
1998-21,1998,Lập Xuân,Start of Spring,315,1998-02-04,7,45,khong,tinh-toan,
1998-22,1998,Vũ Thủy,Rain Water,330,1998-02-19,3,38,khong,tinh-toan,
1998-23,1998,Kinh Trập,Awakening of Insects,345,1998-03-06,1,46,khong,tinh-toan,
1998-00,1998,Xuân Phân,Vernal Equinox,0,1998-03-21,2,40,khong,tinh-toan,
1998-01,1998,Thanh Minh,Clear and Bright,15,1998-04-05,6,36,khong,tinh-toan,
1998-02,1998,Cốc Vũ,Grain Rain,30,1998-04-20,13,44,khong,tinh-toan,
1998-03,1998,Lập Hạ,Start of Summer,45,1998-05-05,23,57,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1998-04,1998,Tiểu Mãn,Grain Buds,60,1998-05-21,12,54,khong,tinh-toan,
1998-05,1998,Mang Chủng,Grain in Ear,75,1998-06-06,4,7,khong,tinh-toan,
1998-06,1998,Hạ Chí,Summer Solstice,90,1998-06-21,20,53,khong,tinh-toan,
1998-07,1998,Tiểu Thử,Minor Heat,105,1998-07-07,14,24,khong,tinh-toan,
1998-08,1998,Đại Thử,Major Heat,120,1998-07-23,7,46,khong,tinh-toan,
1998-09,1998,Lập Thu,Start of Autumn,135,1998-08-08,0,11,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1998-10,1998,Xử Thử,End of Heat,150,1998-08-23,14,50,khong,tinh-toan,
1998-11,1998,Bạch Lộ,White Dew,165,1998-09-08,3,4,khong,tinh-toan,
