id,le_hoi,le_hoi_en,nam,ngay_duong,thu,loai_ngay,ngay_am,ngay_nghi,nguon,ghi_chu
le-hoi-dinh-than-nguyen-trung-truc-rach-gia-2028,Lễ hội đình thần Nguyễn Trung Trực (Rạch Giá),Nguyen Trung Truc Temple Festival (Rach Gia),2028,2028-10-14,thứ Bảy,lunar,26/8,khong,bien-tap va tinh-toan,
le-hoi-dinh-than-nguyen-trung-truc-rach-gia-2029,Lễ hội đình thần Nguyễn Trung Trực (Rạch Giá),Nguyen Trung Truc Temple Festival (Rach Gia),2029,2029-10-03,thứ Tư,lunar,26/8,khong,bien-tap va tinh-toan,
le-hoi-dinh-than-nguyen-trung-truc-rach-gia-2030,Lễ hội đình thần Nguyễn Trung Trực (Rạch Giá),Nguyen Trung Truc Temple Festival (Rach Gia),2030,2030-09-23,thứ Hai,lunar,26/8,khong,bien-tap va tinh-toan,
le-hoi-dinh-thay-thim-2026,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,2026,2026-10-23,thứ Sáu,lunar,14/9,khong,bien-tap va tinh-toan,
le-hoi-dinh-thay-thim-2027,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,2027,2027-10-13,thứ Tư,lunar,14/9,khong,bien-tap va tinh-toan,
le-hoi-dinh-thay-thim-2028,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,2028,2028-10-31,thứ Ba,lunar,14/9,khong,bien-tap va tinh-toan,
le-hoi-dinh-thay-thim-2029,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,2029,2029-10-21,Chủ Nhật,lunar,14/9,khong,bien-tap va tinh-toan,
le-hoi-dinh-thay-thim-2030,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,2030,2030-10-10,thứ Năm,lunar,14/9,khong,bien-tap va tinh-toan,
le-hoi-dinh-tra-co-2026,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,2026,2026-07-14,thứ Ba,lunar,1/6,khong,bien-tap va tinh-toan,
le-hoi-dinh-tra-co-2027,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,2027,2027-07-04,Chủ Nhật,lunar,1/6,khong,bien-tap va tinh-toan,
le-hoi-dinh-tra-co-2028,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,2028,2028-07-22,thứ Bảy,lunar,1/6,khong,bien-tap va tinh-toan,
le-hoi-dinh-tra-co-2029,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,2029,2029-07-11,thứ Tư,lunar,1/6,khong,bien-tap va tinh-toan,
le-hoi-dinh-tra-co-2030,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,2030,2030-07-01,thứ Hai,lunar,1/6,khong,bien-tap va tinh-toan,
le-hoi-dong-da-tay-son-2026,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,2026,2026-02-21,thứ Bảy,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-dong-da-tay-son-2027,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,2027,2027-02-10,thứ Tư,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-dong-da-tay-son-2028,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,2028,2028-01-30,Chủ Nhật,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-dong-da-tay-son-2029,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,2029,2029-02-17,thứ Bảy,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-dong-da-tay-son-2030,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,2030,2030-02-06,thứ Tư,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang-2026,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,2026,2026-09-02,thứ Tư,solar,,khong,bien-tap va tinh-toan,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang-2027,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,2027,2027-09-02,thứ Năm,solar,,khong,bien-tap va tinh-toan,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang-2028,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,2028,2028-09-02,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang-2029,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,2029,2029-09-02,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang-2030,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,2030,2030-09-02,thứ Hai,solar,,khong,bien-tap va tinh-toan,
le-hoi-go-dong-da-2026,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,2026,2026-02-21,thứ Bảy,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-go-dong-da-2027,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,2027,2027-02-10,thứ Tư,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-go-dong-da-2028,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,2028,2028-01-30,Chủ Nhật,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-go-dong-da-2029,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,2029,2029-02-17,thứ Bảy,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-go-dong-da-2030,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,2030,2030-02-06,thứ Tư,lunar,5/1,khong,bien-tap va tinh-toan,
le-hoi-ky-yen-thoai-ngoc-hau-2026,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,2026,2026-04-26,Chủ Nhật,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-ky-yen-thoai-ngoc-hau-2027,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,2027,2027-04-16,thứ Sáu,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-ky-yen-thoai-ngoc-hau-2028,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,2028,2028-04-04,thứ Ba,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-ky-yen-thoai-ngoc-hau-2029,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,2029,2029-04-23,thứ Hai,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-ky-yen-thoai-ngoc-hau-2030,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,2030,2030-04-12,thứ Sáu,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-lam-chay-2026,Lễ hội Làm Chay,Làm Chay Festival,2026,2026-03-04,thứ Tư,lunar,16/1,khong,bien-tap va tinh-toan,
le-hoi-lam-chay-2027,Lễ hội Làm Chay,Làm Chay Festival,2027,2027-02-21,Chủ Nhật,lunar,16/1,khong,bien-tap va tinh-toan,
le-hoi-lam-chay-2028,Lễ hội Làm Chay,Làm Chay Festival,2028,2028-02-10,thứ Năm,lunar,16/1,khong,bien-tap va tinh-toan,
le-hoi-lam-chay-2029,Lễ hội Làm Chay,Làm Chay Festival,2029,2029-02-28,thứ Tư,lunar,16/1,khong,bien-tap va tinh-toan,
le-hoi-lam-chay-2030,Lễ hội Làm Chay,Làm Chay Festival,2030,2030-02-17,Chủ Nhật,lunar,16/1,khong,bien-tap va tinh-toan,
le-hoi-lam-kinh-2026,Lễ hội Lam Kinh,Lam Kinh Festival,2026,2026-10-02,thứ Sáu,lunar,22/8,khong,bien-tap va tinh-toan,
le-hoi-lam-kinh-2027,Lễ hội Lam Kinh,Lam Kinh Festival,2027,2027-09-22,thứ Tư,lunar,22/8,khong,bien-tap va tinh-toan,
le-hoi-lam-kinh-2028,Lễ hội Lam Kinh,Lam Kinh Festival,2028,2028-10-10,thứ Ba,lunar,22/8,khong,bien-tap va tinh-toan,
le-hoi-lam-kinh-2029,Lễ hội Lam Kinh,Lam Kinh Festival,2029,2029-09-29,thứ Bảy,lunar,22/8,khong,bien-tap va tinh-toan,
le-hoi-lam-kinh-2030,Lễ hội Lam Kinh,Lam Kinh Festival,2030,2030-09-19,thứ Năm,lunar,22/8,khong,bien-tap va tinh-toan,
le-hoi-long-tong-ba-be-2026,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,2026,2026-02-26,thứ Năm,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-long-tong-ba-be-2027,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,2027,2027-02-15,thứ Hai,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-long-tong-ba-be-2028,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,2028,2028-02-04,thứ Sáu,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-long-tong-ba-be-2029,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,2029,2029-02-22,thứ Năm,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-long-tong-ba-be-2030,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,2030,2030-02-11,thứ Hai,lunar,10/1,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-can-gio-2026,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",2026,2026-09-26,thứ Bảy,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-can-gio-2027,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",2027,2027-09-16,thứ Năm,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-can-gio-2028,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",2028,2028-10-04,thứ Tư,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-can-gio-2029,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",2029,2029-09-23,Chủ Nhật,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-can-gio-2030,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",2030,2030-09-13,thứ Sáu,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-lai-son-2026,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,2026,2026-11-23,thứ Hai,lunar,15/10,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-lai-son-2027,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,2027,2027-11-12,thứ Sáu,lunar,15/10,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-lai-son-2028,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,2028,2028-11-30,thứ Năm,lunar,15/10,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-lai-son-2029,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,2029,2029-11-20,thứ Ba,lunar,15/10,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-lai-son-2030,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,2030,2030-11-10,Chủ Nhật,lunar,15/10,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-song-doc-2026,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,2026,2026-04-02,thứ Năm,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-song-doc-2027,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,2027,2027-03-22,thứ Hai,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-song-doc-2028,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,2028,2028-03-10,thứ Sáu,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-song-doc-2029,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,2029,2029-03-29,thứ Năm,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-song-doc-2030,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,2030,2030-03-18,thứ Hai,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-thang-tam-2026,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),2026,2026-09-26,thứ Bảy,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-thang-tam-2027,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),2027,2027-09-16,thứ Năm,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-thang-tam-2028,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),2028,2028-10-04,thứ Tư,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-thang-tam-2029,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),2029,2029-09-23,Chủ Nhật,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nghinh-ong-thang-tam-2030,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),2030,2030-09-13,thứ Sáu,lunar,16/8,khong,bien-tap va tinh-toan,
le-hoi-nhay-lua-cua-nguoi-pa-then-2026,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,2026,2026-11-24,thứ Ba,lunar,16/10,khong,bien-tap va tinh-toan,
le-hoi-nhay-lua-cua-nguoi-pa-then-2027,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,2027,2027-11-13,thứ Bảy,lunar,16/10,khong,bien-tap va tinh-toan,
le-hoi-nhay-lua-cua-nguoi-pa-then-2028,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,2028,2028-12-01,thứ Sáu,lunar,16/10,khong,bien-tap va tinh-toan,
le-hoi-nhay-lua-cua-nguoi-pa-then-2029,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,2029,2029-11-21,thứ Tư,lunar,16/10,khong,bien-tap va tinh-toan,
le-hoi-nhay-lua-cua-nguoi-pa-then-2030,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,2030,2030-11-11,thứ Hai,lunar,16/10,khong,bien-tap va tinh-toan,
le-hoi-nu-tuong-le-chan-2026,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,2026,2026-03-26,thứ Năm,lunar,8/2,khong,bien-tap va tinh-toan,
le-hoi-nu-tuong-le-chan-2027,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,2027,2027-03-15,thứ Hai,lunar,8/2,khong,bien-tap va tinh-toan,
le-hoi-nu-tuong-le-chan-2028,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,2028,2028-03-03,thứ Sáu,lunar,8/2,khong,bien-tap va tinh-toan,
le-hoi-nu-tuong-le-chan-2029,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,2029,2029-03-22,thứ Năm,lunar,8/2,khong,bien-tap va tinh-toan,
le-hoi-nu-tuong-le-chan-2030,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,2030,2030-03-11,thứ Hai,lunar,8/2,khong,bien-tap va tinh-toan,
le-hoi-ok-om-bok-2026,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),2026,2026-11-23,thứ Hai,theo-nam,15/10,khong,bien-tap va tinh-toan,
le-hoi-ok-om-bok-2027,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),2027,2027-11-12,thứ Sáu,theo-nam,15/10,khong,bien-tap va tinh-toan,
le-hoi-ok-om-bok-2028,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),2028,2028-11-30,thứ Năm,theo-nam,15/10,khong,bien-tap va tinh-toan,
le-hoi-ok-om-bok-2029,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),2029,2029-11-20,thứ Ba,theo-nam,15/10,khong,bien-tap va tinh-toan,
le-hoi-ok-om-bok-2030,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),2030,2030-11-10,Chủ Nhật,theo-nam,15/10,khong,bien-tap va tinh-toan,
le-hoi-phet-hien-quan-2026,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,2026,2026-03-01,Chủ Nhật,lunar,13/1,khong,bien-tap va tinh-toan,
le-hoi-phet-hien-quan-2027,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,2027,2027-02-18,thứ Năm,lunar,13/1,khong,bien-tap va tinh-toan,
le-hoi-phet-hien-quan-2028,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,2028,2028-02-07,thứ Hai,lunar,13/1,khong,bien-tap va tinh-toan,
le-hoi-phet-hien-quan-2029,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,2029,2029-02-25,Chủ Nhật,lunar,13/1,khong,bien-tap va tinh-toan,
le-hoi-phet-hien-quan-2030,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,2030,2030-02-14,thứ Năm,lunar,13/1,khong,bien-tap va tinh-toan,
le-hoi-phu-day-2026,Lễ hội Phủ Dầy,Phủ Dầy Festival,2026,2026-04-19,Chủ Nhật,lunar,3/3,khong,bien-tap va tinh-toan,
le-hoi-phu-day-2027,Lễ hội Phủ Dầy,Phủ Dầy Festival,2027,2027-04-09,thứ Sáu,lunar,3/3,khong,bien-tap va tinh-toan,
le-hoi-phu-day-2028,Lễ hội Phủ Dầy,Phủ Dầy Festival,2028,2028-03-28,thứ Ba,lunar,3/3,khong,bien-tap va tinh-toan,
le-hoi-phu-day-2029,Lễ hội Phủ Dầy,Phủ Dầy Festival,2029,2029-04-16,thứ Hai,lunar,3/3,khong,bien-tap va tinh-toan,
le-hoi-phu-day-2030,Lễ hội Phủ Dầy,Phủ Dầy Festival,2030,2030-04-05,thứ Sáu,lunar,3/3,khong,bien-tap va tinh-toan,
le-hoi-quan-the-am-ngu-hanh-son-2026,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,2026,2026-04-06,thứ Hai,lunar,19/2,khong,bien-tap va tinh-toan,
le-hoi-quan-the-am-ngu-hanh-son-2027,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,2027,2027-03-26,thứ Sáu,lunar,19/2,khong,bien-tap va tinh-toan,
le-hoi-quan-the-am-ngu-hanh-son-2028,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,2028,2028-03-14,thứ Ba,lunar,19/2,khong,bien-tap va tinh-toan,
le-hoi-quan-the-am-ngu-hanh-son-2029,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,2029,2029-04-02,thứ Hai,lunar,19/2,khong,bien-tap va tinh-toan,
le-hoi-quan-the-am-ngu-hanh-son-2030,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,2030,2030-03-22,thứ Sáu,lunar,19/2,khong,bien-tap va tinh-toan,
le-hoi-ruoc-co-ba-cho-duoc-2026,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,2026,2026-02-27,thứ Sáu,lunar,11/1,khong,bien-tap va tinh-toan,
le-hoi-ruoc-co-ba-cho-duoc-2027,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,2027,2027-02-16,thứ Ba,lunar,11/1,khong,bien-tap va tinh-toan,
le-hoi-ruoc-co-ba-cho-duoc-2028,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,2028,2028-02-05,thứ Bảy,lunar,11/1,khong,bien-tap va tinh-toan,
le-hoi-ruoc-co-ba-cho-duoc-2029,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,2029,2029-02-23,thứ Sáu,lunar,11/1,khong,bien-tap va tinh-toan,
le-hoi-ruoc-co-ba-cho-duoc-2030,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,2030,2030-02-12,thứ Ba,lunar,11/1,khong,bien-tap va tinh-toan,
le-hoi-tay-thien-2026,Lễ hội Tây Thiên,Tây Thiên Festival,2026,2026-04-02,thứ Năm,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-tay-thien-2027,Lễ hội Tây Thiên,Tây Thiên Festival,2027,2027-03-22,thứ Hai,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-tay-thien-2028,Lễ hội Tây Thiên,Tây Thiên Festival,2028,2028-03-10,thứ Sáu,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-tay-thien-2029,Lễ hội Tây Thiên,Tây Thiên Festival,2029,2029-03-29,thứ Năm,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-tay-thien-2030,Lễ hội Tây Thiên,Tây Thiên Festival,2030,2030-03-18,thứ Hai,lunar,15/2,khong,bien-tap va tinh-toan,
le-hoi-thap-ba-ponagar-2026,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,2026,2026-05-09,thứ Bảy,lunar,23/3,khong,bien-tap va tinh-toan,
le-hoi-thap-ba-ponagar-2027,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,2027,2027-04-29,thứ Năm,lunar,23/3,khong,bien-tap va tinh-toan,
le-hoi-thap-ba-ponagar-2028,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,2028,2028-04-17,thứ Hai,lunar,23/3,khong,bien-tap va tinh-toan,
le-hoi-thap-ba-ponagar-2029,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,2029,2029-05-06,Chủ Nhật,lunar,23/3,khong,bien-tap va tinh-toan,
le-hoi-thap-ba-ponagar-2030,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,2030,2030-04-25,thứ Năm,lunar,23/3,khong,bien-tap va tinh-toan,
le-hoi-tich-dien-doi-son-2026,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,2026,2026-02-23,thứ Hai,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tich-dien-doi-son-2027,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,2027,2027-02-12,thứ Sáu,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tich-dien-doi-son-2028,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,2028,2028-02-01,thứ Ba,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tich-dien-doi-son-2029,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,2029,2029-02-19,thứ Hai,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tich-dien-doi-son-2030,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,2030,2030-02-08,thứ Sáu,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tien-cong-2026,Lễ hội Tiên Công,Tiên Công Festival,2026,2026-02-23,thứ Hai,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tien-cong-2027,Lễ hội Tiên Công,Tiên Công Festival,2027,2027-02-12,thứ Sáu,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tien-cong-2028,Lễ hội Tiên Công,Tiên Công Festival,2028,2028-02-01,thứ Ba,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tien-cong-2029,Lễ hội Tiên Công,Tiên Công Festival,2029,2029-02-19,thứ Hai,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-tien-cong-2030,Lễ hội Tiên Công,Tiên Công Festival,2030,2030-02-08,thứ Sáu,lunar,7/1,khong,bien-tap va tinh-toan,
le-hoi-truong-yen-2026,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),2026,2026-04-26,Chủ Nhật,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-truong-yen-2027,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),2027,2027-04-16,thứ Sáu,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-truong-yen-2028,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),2028,2028-04-04,thứ Ba,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-truong-yen-2029,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),2029,2029-04-23,thứ Hai,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-truong-yen-2030,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),2030,2030-04-12,thứ Sáu,lunar,10/3,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-den-tran-thuong-2026,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,2026,2026-09-25,thứ Sáu,lunar,15/8,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-den-tran-thuong-2027,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,2027,2027-09-15,thứ Tư,lunar,15/8,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-den-tran-thuong-2028,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,2028,2028-10-03,thứ Ba,lunar,15/8,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-den-tran-thuong-2029,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,2029,2029-09-22,thứ Bảy,lunar,15/8,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-den-tran-thuong-2030,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,2030,2030-09-12,thứ Năm,lunar,15/8,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-van-don-2026,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,2026,2026-07-31,thứ Sáu,lunar,18/6,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-van-don-2027,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,2027,2027-07-21,thứ Tư,lunar,18/6,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-van-don-2028,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,2028,2028-08-08,thứ Ba,lunar,18/6,khong,bien-tap va tinh-toan,
le-hoi-truyen-thong-van-don-2029,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,2029,2029-07-28,thứ Bảy,lunar,18/6,khong,bien-tap va tinh-toan,
