id,nam,cung,cung_en,hoang_kinh,ngay_vao_cung,gio,phut,sat_nua_dem,nguon,ghi_chu
2000-330,2000,Song Ngư,Pisces,330,2000-02-19,15,16,khong,tinh-toan,
2000-000,2000,Bạch Dương,Aries,0,2000-03-20,14,18,khong,tinh-toan,
2000-030,2000,Kim Ngưu,Taurus,30,2000-04-20,1,21,khong,tinh-toan,
2000-060,2000,Song Tử,Gemini,60,2000-05-21,0,30,khong,tinh-toan,
2000-090,2000,Cự Giải,Cancer,90,2000-06-21,8,29,khong,tinh-toan,
2000-120,2000,Sư Tử,Leo,120,2000-07-22,19,23,khong,tinh-toan,
2000-150,2000,Xử Nữ,Virgo,150,2000-08-23,2,27,khong,tinh-toan,
2000-180,2000,Thiên Bình,Libra,180,2000-09-23,0,4,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2000-210,2000,Bọ Cạp,Scorpio,210,2000-10-23,9,24,khong,tinh-toan,
2000-240,2000,Nhân Mã,Sagittarius,240,2000-11-22,6,57,khong,tinh-toan,
2000-270,2000,Ma Kết,Capricorn,270,2000-12-21,20,17,khong,tinh-toan,
2001-300,2001,Bảo Bình,Aquarius,300,2001-01-20,6,56,khong,tinh-toan,
2001-330,2001,Song Ngư,Pisces,330,2001-02-18,21,6,khong,tinh-toan,
2001-000,2001,Bạch Dương,Aries,0,2001-03-20,20,6,khong,tinh-toan,
2001-030,2001,Kim Ngưu,Taurus,30,2001-04-20,7,10,khong,tinh-toan,
2001-060,2001,Song Tử,Gemini,60,2001-05-21,6,19,khong,tinh-toan,
2001-090,2001,Cự Giải,Cancer,90,2001-06-21,14,17,khong,tinh-toan,
2001-120,2001,Sư Tử,Leo,120,2001-07-23,1,10,khong,tinh-toan,
2001-150,2001,Xử Nữ,Virgo,150,2001-08-23,8,15,khong,tinh-toan,
2001-180,2001,Thiên Bình,Libra,180,2001-09-23,5,52,khong,tinh-toan,
2001-210,2001,Bọ Cạp,Scorpio,210,2001-10-23,15,13,khong,tinh-toan,
2001-240,2001,Nhân Mã,Sagittarius,240,2001-11-22,12,46,khong,tinh-toan,
2001-270,2001,Ma Kết,Capricorn,270,2001-12-22,2,6,khong,tinh-toan,
2002-300,2002,Bảo Bình,Aquarius,300,2002-01-20,12,46,khong,tinh-toan,
2002-330,2002,Song Ngư,Pisces,330,2002-02-19,2,56,khong,tinh-toan,
2002-000,2002,Bạch Dương,Aries,0,2002-03-21,1,56,khong,tinh-toan,
2002-030,2002,Kim Ngưu,Taurus,30,2002-04-20,12,58,khong,tinh-toan,
2002-060,2002,Song Tử,Gemini,60,2002-05-21,12,7,khong,tinh-toan,
2002-090,2002,Cự Giải,Cancer,90,2002-06-21,20,5,khong,tinh-toan,
2002-120,2002,Sư Tử,Leo,120,2002-07-23,6,58,khong,tinh-toan,
2002-150,2002,Xử Nữ,Virgo,150,2002-08-23,14,3,khong,tinh-toan,
2002-180,2002,Thiên Bình,Libra,180,2002-09-23,11,41,khong,tinh-toan,
2002-210,2002,Bọ Cạp,Scorpio,210,2002-10-23,21,2,khong,tinh-toan,
2002-240,2002,Nhân Mã,Sagittarius,240,2002-11-22,18,36,khong,tinh-toan,
2002-270,2002,Ma Kết,Capricorn,270,2002-12-22,7,56,khong,tinh-toan,
2003-300,2003,Bảo Bình,Aquarius,300,2003-01-20,18,36,khong,tinh-toan,
2003-330,2003,Song Ngư,Pisces,330,2003-02-19,8,44,khong,tinh-toan,
2003-000,2003,Bạch Dương,Aries,0,2003-03-21,7,45,khong,tinh-toan,
2003-030,2003,Kim Ngưu,Taurus,30,2003-04-20,18,46,khong,tinh-toan,
2003-060,2003,Song Tử,Gemini,60,2003-05-21,17,56,khong,tinh-toan,
2003-090,2003,Cự Giải,Cancer,90,2003-06-22,1,52,khong,tinh-toan,
2003-120,2003,Sư Tử,Leo,120,2003-07-23,12,46,khong,tinh-toan,
2003-150,2003,Xử Nữ,Virgo,150,2003-08-23,19,51,khong,tinh-toan,
2003-180,2003,Thiên Bình,Libra,180,2003-09-23,17,29,khong,tinh-toan,
2003-210,2003,Bọ Cạp,Scorpio,210,2003-10-24,2,50,khong,tinh-toan,
2003-240,2003,Nhân Mã,Sagittarius,240,2003-11-23,0,25,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2003-270,2003,Ma Kết,Capricorn,270,2003-12-22,13,46,khong,tinh-toan,
2004-300,2004,Bảo Bình,Aquarius,300,2004-01-21,0,25,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2004-330,2004,Song Ngư,Pisces,330,2004-02-19,14,34,khong,tinh-toan,
2004-000,2004,Bạch Dương,Aries,0,2004-03-20,13,34,khong,tinh-toan,
2004-030,2004,Kim Ngưu,Taurus,30,2004-04-20,0,36,khong,tinh-toan,
2004-060,2004,Song Tử,Gemini,60,2004-05-20,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2004-090,2004,Cự Giải,Cancer,90,2004-06-21,7,40,khong,tinh-toan,
2004-120,2004,Sư Tử,Leo,120,2004-07-22,18,34,khong,tinh-toan,
2004-150,2004,Xử Nữ,Virgo,150,2004-08-23,1,39,khong,tinh-toan,
2004-180,2004,Thiên Bình,Libra,180,2004-09-22,23,18,khong,tinh-toan,
2004-210,2004,Bọ Cạp,Scorpio,210,2004-10-23,8,40,khong,tinh-toan,
2004-240,2004,Nhân Mã,Sagittarius,240,2004-11-22,6,14,khong,tinh-toan,
2004-270,2004,Ma Kết,Capricorn,270,2004-12-21,19,35,khong,tinh-toan,
2005-300,2005,Bảo Bình,Aquarius,300,2005-01-20,6,15,khong,tinh-toan,
2005-330,2005,Song Ngư,Pisces,330,2005-02-18,20,23,khong,tinh-toan,
2005-000,2005,Bạch Dương,Aries,0,2005-03-20,19,23,khong,tinh-toan,
2005-030,2005,Kim Ngưu,Taurus,30,2005-04-20,6,24,khong,tinh-toan,
2005-060,2005,Song Tử,Gemini,60,2005-05-21,5,32,khong,tinh-toan,
2005-090,2005,Cự Giải,Cancer,90,2005-06-21,13,28,khong,tinh-toan,
2005-120,2005,Sư Tử,Leo,120,2005-07-23,0,22,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2005-150,2005,Xử Nữ,Virgo,150,2005-08-23,7,27,khong,tinh-toan,
2005-180,2005,Thiên Bình,Libra,180,2005-09-23,5,6,khong,tinh-toan,
2005-210,2005,Bọ Cạp,Scorpio,210,2005-10-23,14,29,khong,tinh-toan,
2005-240,2005,Nhân Mã,Sagittarius,240,2005-11-22,12,4,khong,tinh-toan,
2005-270,2005,Ma Kết,Capricorn,270,2005-12-22,1,25,khong,tinh-toan,
2006-300,2006,Bảo Bình,Aquarius,300,2006-01-20,12,4,khong,tinh-toan,
2006-330,2006,Song Ngư,Pisces,330,2006-02-19,2,12,khong,tinh-toan,
2006-000,2006,Bạch Dương,Aries,0,2006-03-21,1,12,khong,tinh-toan,
2006-030,2006,Kim Ngưu,Taurus,30,2006-04-20,12,13,khong,tinh-toan,
2006-060,2006,Song Tử,Gemini,60,2006-05-21,11,20,khong,tinh-toan,
2006-090,2006,Cự Giải,Cancer,90,2006-06-21,19,16,khong,tinh-toan,
2006-120,2006,Sư Tử,Leo,120,2006-07-23,6,10,khong,tinh-toan,
2006-150,2006,Xử Nữ,Virgo,150,2006-08-23,13,15,khong,tinh-toan,
2006-180,2006,Thiên Bình,Libra,180,2006-09-23,10,55,khong,tinh-toan,
2006-210,2006,Bọ Cạp,Scorpio,210,2006-10-23,20,18,khong,tinh-toan,
2006-240,2006,Nhân Mã,Sagittarius,240,2006-11-22,17,53,khong,tinh-toan,
2006-270,2006,Ma Kết,Capricorn,270,2006-12-22,7,14,khong,tinh-toan,
2007-300,2007,Bảo Bình,Aquarius,300,2007-01-20,17,54,khong,tinh-toan,
2007-330,2007,Song Ngư,Pisces,330,2007-02-19,8,2,khong,tinh-toan,
2007-000,2007,Bạch Dương,Aries,0,2007-03-21,7,1,khong,tinh-toan,
2007-030,2007,Kim Ngưu,Taurus,30,2007-04-20,18,2,khong,tinh-toan,
2007-060,2007,Song Tử,Gemini,60,2007-05-21,17,8,khong,tinh-toan,
2007-090,2007,Cự Giải,Cancer,90,2007-06-22,1,5,khong,tinh-toan,
2007-120,2007,Sư Tử,Leo,120,2007-07-23,11,58,khong,tinh-toan,
2007-150,2007,Xử Nữ,Virgo,150,2007-08-23,19,3,khong,tinh-toan,
2007-180,2007,Thiên Bình,Libra,180,2007-09-23,16,43,khong,tinh-toan,
2007-210,2007,Bọ Cạp,Scorpio,210,2007-10-24,2,6,khong,tinh-toan,
2007-240,2007,Nhân Mã,Sagittarius,240,2007-11-22,23,43,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2007-270,2007,Ma Kết,Capricorn,270,2007-12-22,13,4,khong,tinh-toan,
2008-300,2008,Bảo Bình,Aquarius,300,2008-01-20,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2008-330,2008,Song Ngư,Pisces,330,2008-02-19,13,51,khong,tinh-toan,
2008-000,2008,Bạch Dương,Aries,0,2008-03-20,12,50,khong,tinh-toan,
2008-030,2008,Kim Ngưu,Taurus,30,2008-04-19,23,50,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2008-060,2008,Song Tử,Gemini,60,2008-05-20,22,56,khong,tinh-toan,
2008-090,2008,Cự Giải,Cancer,90,2008-06-21,6,52,khong,tinh-toan,
2008-120,2008,Sư Tử,Leo,120,2008-07-22,17,46,khong,tinh-toan,
2008-150,2008,Xử Nữ,Virgo,150,2008-08-23,0,52,khong,tinh-toan,
2008-180,2008,Thiên Bình,Libra,180,2008-09-22,22,32,khong,tinh-toan,
2008-210,2008,Bọ Cạp,Scorpio,210,2008-10-23,7,55,khong,tinh-toan,
2008-240,2008,Nhân Mã,Sagittarius,240,2008-11-22,5,32,khong,tinh-toan,
2008-270,2008,Ma Kết,Capricorn,270,2008-12-21,18,54,khong,tinh-toan,
2009-300,2009,Bảo Bình,Aquarius,300,2009-01-20,5,33,khong,tinh-toan,
2009-330,2009,Song Ngư,Pisces,330,2009-02-18,19,41,khong,tinh-toan,
2009-000,2009,Bạch Dương,Aries,0,2009-03-20,18,39,khong,tinh-toan,
2009-030,2009,Kim Ngưu,Taurus,30,2009-04-20,5,38,khong,tinh-toan,
2009-060,2009,Song Tử,Gemini,60,2009-05-21,4,45,khong,tinh-toan,
2009-090,2009,Cự Giải,Cancer,90,2009-06-21,12,40,khong,tinh-toan,
2009-120,2009,Sư Tử,Leo,120,2009-07-22,23,34,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2009-150,2009,Xử Nữ,Virgo,150,2009-08-23,6,40,khong,tinh-toan,
2009-180,2009,Thiên Bình,Libra,180,2009-09-23,4,21,khong,tinh-toan,
2009-210,2009,Bọ Cạp,Scorpio,210,2009-10-23,13,44,khong,tinh-toan,
2009-240,2009,Nhân Mã,Sagittarius,240,2009-11-22,11,21,khong,tinh-toan,
2009-270,2009,Ma Kết,Capricorn,270,2009-12-22,0,43,khong,tinh-toan,
2010-300,2010,Bảo Bình,Aquarius,300,2010-01-20,11,23,khong,tinh-toan,
2010-330,2010,Song Ngư,Pisces,330,2010-02-19,1,30,khong,tinh-toan,
2010-000,2010,Bạch Dương,Aries,0,2010-03-21,0,28,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2010-030,2010,Kim Ngưu,Taurus,30,2010-04-20,11,27,khong,tinh-toan,
2010-060,2010,Song Tử,Gemini,60,2010-05-21,10,33,khong,tinh-toan,
2010-090,2010,Cự Giải,Cancer,90,2010-06-21,18,28,khong,tinh-toan,
2010-120,2010,Sư Tử,Leo,120,2010-07-23,5,21,khong,tinh-toan,
2010-150,2010,Xử Nữ,Virgo,150,2010-08-23,12,28,khong,tinh-toan,
2010-180,2010,Thiên Bình,Libra,180,2010-09-23,10,9,khong,tinh-toan,
2010-210,2010,Bọ Cạp,Scorpio,210,2010-10-23,19,33,khong,tinh-toan,
2010-240,2010,Nhân Mã,Sagittarius,240,2010-11-22,17,11,khong,tinh-toan,
2010-270,2010,Ma Kết,Capricorn,270,2010-12-22,6,33,khong,tinh-toan,
2011-300,2011,Bảo Bình,Aquarius,300,2011-01-20,17,12,khong,tinh-toan,
2011-330,2011,Song Ngư,Pisces,330,2011-02-19,7,20,khong,tinh-toan,
2011-000,2011,Bạch Dương,Aries,0,2011-03-21,6,17,khong,tinh-toan,
2011-030,2011,Kim Ngưu,Taurus,30,2011-04-20,17,16,khong,tinh-toan,
2011-060,2011,Song Tử,Gemini,60,2011-05-21,16,21,khong,tinh-toan,
2011-090,2011,Cự Giải,Cancer,90,2011-06-22,0,16,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2011-120,2011,Sư Tử,Leo,120,2011-07-23,11,9,khong,tinh-toan,
2011-150,2011,Xử Nữ,Virgo,150,2011-08-23,18,16,khong,tinh-toan,
2011-180,2011,Thiên Bình,Libra,180,2011-09-23,15,58,khong,tinh-toan,
2011-210,2011,Bọ Cạp,Scorpio,210,2011-10-24,1,22,khong,tinh-toan,
2011-240,2011,Nhân Mã,Sagittarius,240,2011-11-22,23,0,khong,tinh-toan,
2011-270,2011,Ma Kết,Capricorn,270,2011-12-22,12,22,khong,tinh-toan,
2012-300,2012,Bảo Bình,Aquarius,300,2012-01-20,23,1,khong,tinh-toan,
2012-330,2012,Song Ngư,Pisces,330,2012-02-19,13,9,khong,tinh-toan,
2012-000,2012,Bạch Dương,Aries,0,2012-03-20,12,6,khong,tinh-toan,
2012-030,2012,Kim Ngưu,Taurus,30,2012-04-19,23,4,khong,tinh-toan,
2012-060,2012,Song Tử,Gemini,60,2012-05-20,22,10,khong,tinh-toan,
2012-090,2012,Cự Giải,Cancer,90,2012-06-21,6,4,khong,tinh-toan,
2012-120,2012,Sư Tử,Leo,120,2012-07-22,16,58,khong,tinh-toan,
2012-150,2012,Xử Nữ,Virgo,150,2012-08-23,0,4,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2012-180,2012,Thiên Bình,Libra,180,2012-09-22,21,46,khong,tinh-toan,
2012-210,2012,Bọ Cạp,Scorpio,210,2012-10-23,7,11,khong,tinh-toan,
2012-240,2012,Nhân Mã,Sagittarius,240,2012-11-22,4,49,khong,tinh-toan,
2012-270,2012,Ma Kết,Capricorn,270,2012-12-21,18,11,khong,tinh-toan,
2013-300,2013,Bảo Bình,Aquarius,300,2013-01-20,4,52,khong,tinh-toan,
2013-330,2013,Song Ngư,Pisces,330,2013-02-18,18,59,khong,tinh-toan,
2013-000,2013,Bạch Dương,Aries,0,2013-03-20,17,55,khong,tinh-toan,
2013-030,2013,Kim Ngưu,Taurus,30,2013-04-20,4,52,khong,tinh-toan,
2013-060,2013,Song Tử,Gemini,60,2013-05-21,3,57,khong,tinh-toan,
2013-090,2013,Cự Giải,Cancer,90,2013-06-21,11,52,khong,tinh-toan,
2013-120,2013,Sư Tử,Leo,120,2013-07-22,22,46,khong,tinh-toan,
2013-150,2013,Xử Nữ,Virgo,150,2013-08-23,5,52,khong,tinh-toan,
2013-180,2013,Thiên Bình,Libra,180,2013-09-23,3,34,khong,tinh-toan,
2013-210,2013,Bọ Cạp,Scorpio,210,2013-10-23,13,0,khong,tinh-toan,
2013-240,2013,Nhân Mã,Sagittarius,240,2013-11-22,10,39,khong,tinh-toan,
2013-270,2013,Ma Kết,Capricorn,270,2013-12-22,0,1,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2014-300,2014,Bảo Bình,Aquarius,300,2014-01-20,10,40,khong,tinh-toan,
2014-330,2014,Song Ngư,Pisces,330,2014-02-19,0,48,khong,tinh-toan,
2014-000,2014,Bạch Dương,Aries,0,2014-03-20,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2014-030,2014,Kim Ngưu,Taurus,30,2014-04-20,10,41,khong,tinh-toan,
2014-060,2014,Song Tử,Gemini,60,2014-05-21,9,45,khong,tinh-toan,
2014-090,2014,Cự Giải,Cancer,90,2014-06-21,17,40,khong,tinh-toan,
2014-120,2014,Sư Tử,Leo,120,2014-07-23,4,33,khong,tinh-toan,
2014-150,2014,Xử Nữ,Virgo,150,2014-08-23,11,40,khong,tinh-toan,
2014-180,2014,Thiên Bình,Libra,180,2014-09-23,9,23,khong,tinh-toan,
2014-210,2014,Bọ Cạp,Scorpio,210,2014-10-23,18,49,khong,tinh-toan,
2014-240,2014,Nhân Mã,Sagittarius,240,2014-11-22,16,28,khong,tinh-toan,
2014-270,2014,Ma Kết,Capricorn,270,2014-12-22,5,50,khong,tinh-toan,
2015-300,2015,Bảo Bình,Aquarius,300,2015-01-20,16,30,khong,tinh-toan,
2015-330,2015,Song Ngư,Pisces,330,2015-02-19,6,37,khong,tinh-toan,
2015-000,2015,Bạch Dương,Aries,0,2015-03-21,5,33,khong,tinh-toan,
2015-030,2015,Kim Ngưu,Taurus,30,2015-04-20,16,30,khong,tinh-toan,
2015-060,2015,Song Tử,Gemini,60,2015-05-21,15,34,khong,tinh-toan,
2015-090,2015,Cự Giải,Cancer,90,2015-06-21,23,28,khong,tinh-toan,
2015-120,2015,Sư Tử,Leo,120,2015-07-23,10,21,khong,tinh-toan,
2015-150,2015,Xử Nữ,Virgo,150,2015-08-23,17,28,khong,tinh-toan,
2015-180,2015,Thiên Bình,Libra,180,2015-09-23,15,11,khong,tinh-toan,
2015-210,2015,Bọ Cạp,Scorpio,210,2015-10-24,0,38,khong,tinh-toan,
2015-240,2015,Nhân Mã,Sagittarius,240,2015-11-22,22,17,khong,tinh-toan,
2015-270,2015,Ma Kết,Capricorn,270,2015-12-22,11,40,khong,tinh-toan,
2016-300,2016,Bảo Bình,Aquarius,300,2016-01-20,22,20,khong,tinh-toan,
2016-330,2016,Song Ngư,Pisces,330,2016-02-19,12,27,khong,tinh-toan,
2016-000,2016,Bạch Dương,Aries,0,2016-03-20,11,22,khong,tinh-toan,
2016-030,2016,Kim Ngưu,Taurus,30,2016-04-19,22,18,khong,tinh-toan,
2016-060,2016,Song Tử,Gemini,60,2016-05-20,21,22,khong,tinh-toan,
2016-090,2016,Cự Giải,Cancer,90,2016-06-21,5,16,khong,tinh-toan,
2016-120,2016,Sư Tử,Leo,120,2016-07-22,16,9,khong,tinh-toan,
2016-150,2016,Xử Nữ,Virgo,150,2016-08-22,23,16,khong,tinh-toan,
2016-180,2016,Thiên Bình,Libra,180,2016-09-22,21,0,khong,tinh-toan,
2016-210,2016,Bọ Cạp,Scorpio,210,2016-10-23,6,26,khong,tinh-toan,
2016-240,2016,Nhân Mã,Sagittarius,240,2016-11-22,4,6,khong,tinh-toan,
2016-270,2016,Ma Kết,Capricorn,270,2016-12-21,17,30,khong,tinh-toan,
2017-300,2017,Bảo Bình,Aquarius,300,2017-01-20,4,9,khong,tinh-toan,
2017-330,2017,Song Ngư,Pisces,330,2017-02-18,18,16,khong,tinh-toan,
2017-000,2017,Bạch Dương,Aries,0,2017-03-20,17,11,khong,tinh-toan,
2017-030,2017,Kim Ngưu,Taurus,30,2017-04-20,4,7,khong,tinh-toan,
2017-060,2017,Song Tử,Gemini,60,2017-05-21,3,10,khong,tinh-toan,
2017-090,2017,Cự Giải,Cancer,90,2017-06-21,11,4,khong,tinh-toan,
2017-120,2017,Sư Tử,Leo,120,2017-07-22,21,57,khong,tinh-toan,
2017-150,2017,Xử Nữ,Virgo,150,2017-08-23,5,5,khong,tinh-toan,
2017-180,2017,Thiên Bình,Libra,180,2017-09-23,2,48,khong,tinh-toan,
2017-210,2017,Bọ Cạp,Scorpio,210,2017-10-23,12,15,khong,tinh-toan,
2017-240,2017,Nhân Mã,Sagittarius,240,2017-11-22,9,56,khong,tinh-toan,
2017-270,2017,Ma Kết,Capricorn,270,2017-12-21,23,19,khong,tinh-toan,
2018-300,2018,Bảo Bình,Aquarius,300,2018-01-20,9,59,khong,tinh-toan,
2018-330,2018,Song Ngư,Pisces,330,2018-02-19,0,5,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2018-000,2018,Bạch Dương,Aries,0,2018-03-20,23,0,khong,tinh-toan,
2018-030,2018,Kim Ngưu,Taurus,30,2018-04-20,9,56,khong,tinh-toan,
2018-060,2018,Song Tử,Gemini,60,2018-05-21,8,59,khong,tinh-toan,
2018-090,2018,Cự Giải,Cancer,90,2018-06-21,16,51,khong,tinh-toan,
2018-120,2018,Sư Tử,Leo,120,2018-07-23,3,45,khong,tinh-toan,
2018-150,2018,Xử Nữ,Virgo,150,2018-08-23,10,53,khong,tinh-toan,
2018-180,2018,Thiên Bình,Libra,180,2018-09-23,8,37,khong,tinh-toan,
2018-210,2018,Bọ Cạp,Scorpio,210,2018-10-23,18,4,khong,tinh-toan,
2018-240,2018,Nhân Mã,Sagittarius,240,2018-11-22,15,45,khong,tinh-toan,
2018-270,2018,Ma Kết,Capricorn,270,2018-12-22,5,9,khong,tinh-toan,
2019-300,2019,Bảo Bình,Aquarius,300,2019-01-20,15,49,khong,tinh-toan,
2019-330,2019,Song Ngư,Pisces,330,2019-02-19,5,55,khong,tinh-toan,
2019-000,2019,Bạch Dương,Aries,0,2019-03-21,4,49,khong,tinh-toan,
2019-030,2019,Kim Ngưu,Taurus,30,2019-04-20,15,45,khong,tinh-toan,
2019-060,2019,Song Tử,Gemini,60,2019-05-21,14,47,khong,tinh-toan,
2019-090,2019,Cự Giải,Cancer,90,2019-06-21,22,39,khong,tinh-toan,
2019-120,2019,Sư Tử,Leo,120,2019-07-23,9,33,khong,tinh-toan,
2019-150,2019,Xử Nữ,Virgo,150,2019-08-23,16,41,khong,tinh-toan,
2019-180,2019,Thiên Bình,Libra,180,2019-09-23,14,25,khong,tinh-toan,
2019-210,2019,Bọ Cạp,Scorpio,210,2019-10-23,23,54,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
2019-240,2019,Nhân Mã,Sagittarius,240,2019-11-22,21,34,khong,tinh-toan,
2019-270,2019,Ma Kết,Capricorn,270,2019-12-22,10,58,khong,tinh-toan,
2020-300,2020,Bảo Bình,Aquarius,300,2020-01-20,21,38,khong,tinh-toan,
2020-330,2020,Song Ngư,Pisces,330,2020-02-19,11,44,khong,tinh-toan,
2020-000,2020,Bạch Dương,Aries,0,2020-03-20,10,38,khong,tinh-toan,
2020-030,2020,Kim Ngưu,Taurus,30,2020-04-19,21,33,khong,tinh-toan,
2020-060,2020,Song Tử,Gemini,60,2020-05-20,20,35,khong,tinh-toan,
2020-090,2020,Cự Giải,Cancer,90,2020-06-21,4,28,khong,tinh-toan,
2020-120,2020,Sư Tử,Leo,120,2020-07-22,15,21,khong,tinh-toan,
2020-150,2020,Xử Nữ,Virgo,150,2020-08-22,22,29,khong,tinh-toan,
2020-180,2020,Thiên Bình,Libra,180,2020-09-22,20,14,khong,tinh-toan,
2020-210,2020,Bọ Cạp,Scorpio,210,2020-10-23,5,43,khong,tinh-toan,
2020-240,2020,Nhân Mã,Sagittarius,240,2020-11-22,3,24,khong,tinh-toan,
2020-270,2020,Ma Kết,Capricorn,270,2020-12-21,16,48,khong,tinh-toan,
2021-300,2021,Bảo Bình,Aquarius,300,2021-01-20,3,28,khong,tinh-toan,
2021-330,2021,Song Ngư,Pisces,330,2021-02-18,17,34,khong,tinh-toan,
2021-000,2021,Bạch Dương,Aries,0,2021-03-20,16,27,khong,tinh-toan,
2021-030,2021,Kim Ngưu,Taurus,30,2021-04-20,3,21,khong,tinh-toan,
2021-060,2021,Song Tử,Gemini,60,2021-05-21,2,23,khong,tinh-toan,
2021-090,2021,Cự Giải,Cancer,90,2021-06-21,10,16,khong,tinh-toan,
2021-120,2021,Sư Tử,Leo,120,2021-07-22,21,9,khong,tinh-toan,
2021-150,2021,Xử Nữ,Virgo,150,2021-08-23,4,17,khong,tinh-toan,
2021-180,2021,Thiên Bình,Libra,180,2021-09-23,2,3,khong,tinh-toan,
2021-210,2021,Bọ Cạp,Scorpio,210,2021-10-23,11,31,khong,tinh-toan,
2021-240,2021,Nhân Mã,Sagittarius,240,2021-11-22,9,13,khong,tinh-toan,
2021-270,2021,Ma Kết,Capricorn,270,2021-12-21,22,38,khong,tinh-toan,
2022-300,2022,Bảo Bình,Aquarius,300,2022-01-20,9,17,khong,tinh-toan,
2022-330,2022,Song Ngư,Pisces,330,2022-02-18,23,22,khong,tinh-toan,
2022-000,2022,Bạch Dương,Aries,0,2022-03-20,22,16,khong,tinh-toan,
2022-030,2022,Kim Ngưu,Taurus,30,2022-04-20,9,10,khong,tinh-toan,
2022-060,2022,Song Tử,Gemini,60,2022-05-21,8,11,khong,tinh-toan,
2022-090,2022,Cự Giải,Cancer,90,2022-06-21,16,4,khong,tinh-toan,
2022-120,2022,Sư Tử,Leo,120,2022-07-23,2,56,khong,tinh-toan,
2022-150,2022,Xử Nữ,Virgo,150,2022-08-23,10,5,khong,tinh-toan,
2022-180,2022,Thiên Bình,Libra,180,2022-09-23,7,51,khong,tinh-toan,
2022-210,2022,Bọ Cạp,Scorpio,210,2022-10-23,17,20,khong,tinh-toan,
2022-240,2022,Nhân Mã,Sagittarius,240,2022-11-22,15,2,khong,tinh-toan,
2022-270,2022,Ma Kết,Capricorn,270,2022-12-22,4,27,khong,tinh-toan,
2023-300,2023,Bảo Bình,Aquarius,300,2023-01-20,15,7,khong,tinh-toan,
2023-330,2023,Song Ngư,Pisces,330,2023-02-19,5,13,khong,tinh-toan,
2023-000,2023,Bạch Dương,Aries,0,2023-03-21,4,5,khong,tinh-toan,
2023-030,2023,Kim Ngưu,Taurus,30,2023-04-20,14,59,khong,tinh-toan,
2023-060,2023,Song Tử,Gemini,60,2023-05-21,13,59,khong,tinh-toan,
2023-090,2023,Cự Giải,Cancer,90,2023-06-21,21,51,khong,tinh-toan,
2023-120,2023,Sư Tử,Leo,120,2023-07-23,8,44,khong,tinh-toan,
2023-150,2023,Xử Nữ,Virgo,150,2023-08-23,15,53,khong,tinh-toan,
2023-180,2023,Thiên Bình,Libra,180,2023-09-23,13,40,khong,tinh-toan,
2023-210,2023,Bọ Cạp,Scorpio,210,2023-10-23,23,9,khong,tinh-toan,
2023-240,2023,Nhân Mã,Sagittarius,240,2023-11-22,20,51,khong,tinh-toan,
2023-270,2023,Ma Kết,Capricorn,270,2023-12-22,10,17,khong,tinh-toan,
2024-300,2024,Bảo Bình,Aquarius,300,2024-01-20,20,57,khong,tinh-toan,
2024-330,2024,Song Ngư,Pisces,330,2024-02-19,11,2,khong,tinh-toan,
2024-000,2024,Bạch Dương,Aries,0,2024-03-20,9,54,khong,tinh-toan,
2024-030,2024,Kim Ngưu,Taurus,30,2024-04-19,20,47,khong,tinh-toan,
2024-060,2024,Song Tử,Gemini,60,2024-05-20,19,47,khong,tinh-toan,
2024-090,2024,Cự Giải,Cancer,90,2024-06-21,3,39,khong,tinh-toan,
2024-120,2024,Sư Tử,Leo,120,2024-07-22,14,32,khong,tinh-toan,
2024-150,2024,Xử Nữ,Virgo,150,2024-08-22,21,41,khong,tinh-toan,
2024-180,2024,Thiên Bình,Libra,180,2024-09-22,19,28,khong,tinh-toan,
