id,ngay_duong,ngay_am,thang_am,thang_nhuan,can_chi_ngay,tam_nuong,nguyet_ky,sat_chu_am,sat_chu_duong,tho_tu,tho_tu_theo_chi,so_phep_pham,nguon,ghi_chu
2031-08-31,2031-08-31,14,7,khong,Quý Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-09-01,2031-09-01,15,7,khong,Giáp Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-02,2031-09-02,16,7,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-03,2031-09-03,17,7,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-04,2031-09-04,18,7,khong,Đinh Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-09-05,2031-09-05,19,7,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-06,2031-09-06,20,7,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-07,2031-09-07,21,7,khong,Canh Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-08,2031-09-08,22,7,khong,Tân Hợi,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-09-09,2031-09-09,23,7,khong,Nhâm Tý,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-09-10,2031-09-10,24,7,khong,Quý Sửu,khong,khong,khong,co,khong,co,1,tinh-toan,
2031-09-11,2031-09-11,25,7,khong,Giáp Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-12,2031-09-12,26,7,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-13,2031-09-13,27,7,khong,Bính Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-09-14,2031-09-14,28,7,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-15,2031-09-15,29,7,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-16,2031-09-16,30,7,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-17,2031-09-17,1,8,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-18,2031-09-18,2,8,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-19,2031-09-19,3,8,khong,Nhâm Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-09-20,2031-09-20,4,8,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-21,2031-09-21,5,8,khong,Giáp Tý,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-09-22,2031-09-22,6,8,khong,Ất Sửu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2031-09-23,2031-09-23,7,8,khong,Bính Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-09-24,2031-09-24,8,8,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-25,2031-09-25,9,8,khong,Mậu Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-09-26,2031-09-26,10,8,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-27,2031-09-27,11,8,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-09-28,2031-09-28,12,8,khong,Tân Mùi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2031-09-29,2031-09-29,13,8,khong,Nhâm Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-09-30,2031-09-30,14,8,khong,Quý Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-10-01,2031-10-01,15,8,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-02,2031-10-02,16,8,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-03,2031-10-03,17,8,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-04,2031-10-04,18,8,khong,Đinh Sửu,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-10-05,2031-10-05,19,8,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-06,2031-10-06,20,8,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-07,2031-10-07,21,8,khong,Canh Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-10-08,2031-10-08,22,8,khong,Tân Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-10-09,2031-10-09,23,8,khong,Nhâm Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-10-10,2031-10-10,24,8,khong,Quý Mùi,khong,khong,khong,khong,co,co,1,tinh-toan,
2031-10-11,2031-10-11,25,8,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-12,2031-10-12,26,8,khong,Ất Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-13,2031-10-13,27,8,khong,Bính Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-10-14,2031-10-14,28,8,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-15,2031-10-15,29,8,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-16,2031-10-16,1,9,khong,Kỷ Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-10-17,2031-10-17,2,9,khong,Canh Dần,khong,khong,khong,khong,khong,co,0,tinh-toan,
2031-10-18,2031-10-18,3,9,khong,Tân Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-10-19,2031-10-19,4,9,khong,Nhâm Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-20,2031-10-20,5,9,khong,Quý Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-10-21,2031-10-21,6,9,khong,Giáp Ngọ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2031-10-22,2031-10-22,7,9,khong,Ất Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-10-23,2031-10-23,8,9,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-24,2031-10-24,9,9,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-25,2031-10-25,10,9,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-26,2031-10-26,11,9,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-27,2031-10-27,12,9,khong,Canh Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-28,2031-10-28,13,9,khong,Tân Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2031-10-29,2031-10-29,14,9,khong,Nhâm Dần,khong,co,khong,khong,khong,co,1,tinh-toan,
2031-10-30,2031-10-30,15,9,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-10-31,2031-10-31,16,9,khong,Giáp Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-01,2031-11-01,17,9,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-02,2031-11-02,18,9,khong,Bính Ngọ,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-11-03,2031-11-03,19,9,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-04,2031-11-04,20,9,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-05,2031-11-05,21,9,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-06,2031-11-06,22,9,khong,Canh Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-11-07,2031-11-07,23,9,khong,Tân Hợi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-11-08,2031-11-08,24,9,khong,Nhâm Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-09,2031-11-09,25,9,khong,Quý Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-11-10,2031-11-10,26,9,khong,Giáp Dần,khong,khong,khong,khong,co,co,1,tinh-toan,
2031-11-11,2031-11-11,27,9,khong,Ất Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-11-12,2031-11-12,28,9,khong,Bính Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-13,2031-11-13,29,9,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-14,2031-11-14,30,9,khong,Mậu Ngọ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2031-11-15,2031-11-15,1,10,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-16,2031-11-16,2,10,khong,Canh Thân,khong,khong,khong,khong,khong,co,0,tinh-toan,
2031-11-17,2031-11-17,3,10,khong,Tân Dậu,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-11-18,2031-11-18,4,10,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-19,2031-11-19,5,10,khong,Quý Hợi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-11-20,2031-11-20,6,10,khong,Giáp Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-21,2031-11-21,7,10,khong,Ất Sửu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-11-22,2031-11-22,8,10,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-23,2031-11-23,9,10,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-24,2031-11-24,10,10,khong,Mậu Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-11-25,2031-11-25,11,10,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-26,2031-11-26,12,10,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-11-27,2031-11-27,13,10,khong,Tân Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-11-28,2031-11-28,14,10,khong,Nhâm Thân,khong,co,khong,khong,khong,co,1,tinh-toan,
2031-11-29,2031-11-29,15,10,khong,Quý Dậu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2031-11-30,2031-11-30,16,10,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-01,2031-12-01,17,10,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-02,2031-12-02,18,10,khong,Bính Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-12-03,2031-12-03,19,10,khong,Đinh Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-04,2031-12-04,20,10,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-05,2031-12-05,21,10,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-06,2031-12-06,22,10,khong,Canh Thìn,co,khong,khong,co,khong,khong,2,tinh-toan,
2031-12-07,2031-12-07,23,10,khong,Tân Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-12-08,2031-12-08,24,10,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-09,2031-12-09,25,10,khong,Quý Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-10,2031-12-10,26,10,khong,Giáp Thân,khong,khong,khong,khong,khong,co,0,tinh-toan,
2031-12-11,2031-12-11,27,10,khong,Ất Dậu,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-12-12,2031-12-12,28,10,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-13,2031-12-13,29,10,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-14,2031-12-14,1,11,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-15,2031-12-15,2,11,khong,Kỷ Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-16,2031-12-16,3,11,khong,Canh Dần,co,khong,co,khong,khong,khong,2,tinh-toan,
2031-12-17,2031-12-17,4,11,khong,Tân Mão,khong,khong,khong,khong,co,co,1,tinh-toan,
2031-12-18,2031-12-18,5,11,khong,Nhâm Thìn,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-12-19,2031-12-19,6,11,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-20,2031-12-20,7,11,khong,Giáp Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-12-21,2031-12-21,8,11,khong,Ất Mùi,khong,khong,khong,co,khong,khong,1,tinh-toan,
2031-12-22,2031-12-22,9,11,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-23,2031-12-23,10,11,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-24,2031-12-24,11,11,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-25,2031-12-25,12,11,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-26,2031-12-26,13,11,khong,Canh Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2031-12-27,2031-12-27,14,11,khong,Tân Sửu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2031-12-28,2031-12-28,15,11,khong,Nhâm Dần,khong,khong,co,khong,khong,khong,1,tinh-toan,
2031-12-29,2031-12-29,16,11,khong,Quý Mão,khong,khong,khong,khong,khong,co,0,tinh-toan,
2031-12-30,2031-12-30,17,11,khong,Giáp Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2031-12-31,2031-12-31,18,11,khong,Ất Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-01,2032-01-01,19,11,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-02,2032-01-02,20,11,khong,Đinh Mùi,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-01-03,2032-01-03,21,11,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-04,2032-01-04,22,11,khong,Kỷ Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-05,2032-01-05,23,11,khong,Canh Tuất,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-01-06,2032-01-06,24,11,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-07,2032-01-07,25,11,khong,Nhâm Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-08,2032-01-08,26,11,khong,Quý Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-09,2032-01-09,27,11,khong,Giáp Dần,co,khong,co,khong,khong,khong,2,tinh-toan,
2032-01-10,2032-01-10,28,11,khong,Ất Mão,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-01-11,2032-01-11,29,11,khong,Bính Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-12,2032-01-12,30,11,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-13,2032-01-13,1,12,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-14,2032-01-14,2,12,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-15,2032-01-15,3,12,khong,Canh Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-16,2032-01-16,4,12,khong,Tân Dậu,khong,khong,khong,khong,co,co,1,tinh-toan,
2032-01-17,2032-01-17,5,12,khong,Nhâm Tuất,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-01-18,2032-01-18,6,12,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-19,2032-01-19,7,12,khong,Giáp Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-20,2032-01-20,8,12,khong,Ất Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-21,2032-01-21,9,12,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-22,2032-01-22,10,12,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-23,2032-01-23,11,12,khong,Mậu Thìn,khong,khong,co,co,khong,khong,1,tinh-toan,
2032-01-24,2032-01-24,12,12,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-25,2032-01-25,13,12,khong,Canh Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-26,2032-01-26,14,12,khong,Tân Mùi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-01-27,2032-01-27,15,12,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-28,2032-01-28,16,12,khong,Quý Dậu,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-01-29,2032-01-29,17,12,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-01-30,2032-01-30,18,12,khong,Ất Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-01-31,2032-01-31,19,12,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-01,2032-02-01,20,12,khong,Đinh Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-02,2032-02-02,21,12,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-03,2032-02-03,22,12,khong,Kỷ Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-02-04,2032-02-04,23,12,khong,Canh Thìn,khong,co,co,co,khong,khong,2,tinh-toan,
2032-02-05,2032-02-05,24,12,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-06,2032-02-06,25,12,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-07,2032-02-07,26,12,khong,Quý Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-08,2032-02-08,27,12,khong,Giáp Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-02-09,2032-02-09,28,12,khong,Ất Dậu,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-02-10,2032-02-10,29,12,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-11,2032-02-11,1,1,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-12,2032-02-12,2,1,khong,Mậu Tý,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-02-13,2032-02-13,3,1,khong,Kỷ Sửu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-02-14,2032-02-14,4,1,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-15,2032-02-15,5,1,khong,Tân Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-02-16,2032-02-16,6,1,khong,Nhâm Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-17,2032-02-17,7,1,khong,Quý Tỵ,co,khong,co,khong,khong,khong,2,tinh-toan,
2032-02-18,2032-02-18,8,1,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-19,2032-02-19,9,1,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-20,2032-02-20,10,1,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-21,2032-02-21,11,1,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-22,2032-02-22,12,1,khong,Mậu Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-02-23,2032-02-23,13,1,khong,Kỷ Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-02-24,2032-02-24,14,1,khong,Canh Tý,khong,co,khong,co,khong,khong,2,tinh-toan,
2032-02-25,2032-02-25,15,1,khong,Tân Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-26,2032-02-26,16,1,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-27,2032-02-27,17,1,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-02-28,2032-02-28,18,1,khong,Giáp Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-02-29,2032-02-29,19,1,khong,Ất Tỵ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2032-03-01,2032-03-01,20,1,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-02,2032-03-02,21,1,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-03,2032-03-03,22,1,khong,Mậu Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-03-04,2032-03-04,23,1,khong,Kỷ Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-03-05,2032-03-05,24,1,khong,Canh Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-03-06,2032-03-06,25,1,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-07,2032-03-07,26,1,khong,Nhâm Tý,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-03-08,2032-03-08,27,1,khong,Quý Sửu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-03-09,2032-03-09,28,1,khong,Giáp Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-10,2032-03-10,29,1,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-11,2032-03-11,1,2,khong,Bính Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-03-12,2032-03-12,2,2,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-13,2032-03-13,3,2,khong,Mậu Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-03-14,2032-03-14,4,2,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-15,2032-03-15,5,2,khong,Canh Thân,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-03-16,2032-03-16,6,2,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-17,2032-03-17,7,2,khong,Nhâm Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-03-18,2032-03-18,8,2,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-19,2032-03-19,9,2,khong,Giáp Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2032-03-20,2032-03-20,10,2,khong,Ất Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-03-21,2032-03-21,11,2,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-22,2032-03-22,12,2,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-23,2032-03-23,13,2,khong,Mậu Thìn,co,khong,khong,khong,khong,co,1,tinh-toan,
2032-03-24,2032-03-24,14,2,khong,Kỷ Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-03-25,2032-03-25,15,2,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-26,2032-03-26,16,2,khong,Tân Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-27,2032-03-27,17,2,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-28,2032-03-28,18,2,khong,Quý Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-03-29,2032-03-29,19,2,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-30,2032-03-30,20,2,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-03-31,2032-03-31,21,2,khong,Bính Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2032-04-01,2032-04-01,22,2,khong,Đinh Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2032-04-02,2032-04-02,23,2,khong,Mậu Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-04-03,2032-04-03,24,2,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-04,2032-04-04,25,2,khong,Canh Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-04-05,2032-04-05,26,2,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-06,2032-04-06,27,2,khong,Nhâm Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-04-07,2032-04-07,28,2,khong,Quý Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-08,2032-04-08,29,2,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-09,2032-04-09,30,2,khong,Ất Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-10,2032-04-10,1,3,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-11,2032-04-11,2,3,khong,Đinh Hợi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2032-04-12,2032-04-12,3,3,khong,Mậu Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-04-13,2032-04-13,4,3,khong,Kỷ Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-04-14,2032-04-14,5,3,khong,Canh Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2032-04-15,2032-04-15,6,3,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-16,2032-04-16,7,3,khong,Nhâm Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-04-17,2032-04-17,8,3,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-18,2032-04-18,9,3,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-19,2032-04-19,10,3,khong,Ất Mùi,khong,khong,co,khong,khong,khong,1,tinh-toan,
2032-04-20,2032-04-20,11,3,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-21,2032-04-21,12,3,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-22,2032-04-22,13,3,khong,Mậu Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-04-23,2032-04-23,14,3,khong,Kỷ Hợi,khong,co,khong,khong,khong,co,1,tinh-toan,
2032-04-24,2032-04-24,15,3,khong,Canh Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-25,2032-04-25,16,3,khong,Tân Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2032-04-26,2032-04-26,17,3,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-27,2032-04-27,18,3,khong,Quý Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2032-04-28,2032-04-28,19,3,khong,Giáp Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2032-04-29,2032-04-29,20,3,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
